<<<<<<< HEAD
text,intent
evacuation ko route k ho,evacuation_guidance_query
hami abhi evacuate garun parxa ki,evacuation_guidance_query
budo budi sanga kasari evacuate ganre,evacuation_guidance_query
thank youdai next time feri sodhchu,goodbye_thanks
gha pura bhatkiyo,building_collapse_report
kasari safely evacaute garne,evacuation_guidance_query
mero aama buwa ra kids ko lagi shelter chai,shelter_request
kasari safely evacuate garne now,evacuation_guidance_query
hamro area janaa sakidaina road band cha,road_blockage_report
mero bhai pinned unde debris malai help chai,trapped_debris_report
merobuwa sanga abhi reunite bhayo,family_reunification_status
bhukampa pachicrack aayo,building_damage_check
mero buwa ko phone lagdaina bhukampaa dekhi,family_member_missing
mero buwa safe chavanera status update garna man xa,family_reunification_status
koi cha hel pgarne,sos_help_request
ghau ma bandage kasari agrne,first_aid_query
ghar hatkiyo gaun ma,building_collapse_report
evacuation ko instructions dinu hos,evacuation_guidance_query
hostel najik gas leak bhayo!!!,gas_leak_report
rescue ko lagi kaha phone garne,emergency_contact_request
mero buwa lai badly injuyr bhayo,injury_report
evacuation ko instrcutions dinu hos,evacuation_guidance_query
mero aama safe chaa vanera status update garna man xa,family_reunification_status
school rea ma ambulance patau na,medical_emergency_request
yaha saaf pani xaina,food_water_request
hi bhai kasto cha???,greeting
mero bhai unonscious bhayo,medical_emergency_request
yaha ma safe zon ekaha cha,safe_location_query
bhukampa pachi crack aayo pls,building_damage_check
hii tapai ko naa mk ho,greeting
malai bachau pleae,sos_help_request
bhukampa gayo Gorkha ma,earthquake_occurring_report
hamro ghar unsafe xa shelter chai,shelter_request
yo bhukampa sanga relatd xaina,fallback_unclear
bhukamp ko jhatka abhi feel bhayo,earthquake_occurring_report
ok thanks bye is ma jaanchhu,goodbye_thanks
wall khaseko le mreo didi lai thichyo,trapped_debris_report
evacuation ko laggi khulla thau kaha cha,safe_location_query
kasari safely evacuate garne,evacuation_guidance_query
mero ghar ma cracka ayo safe cha ki,building_damage_check
2 dni dekhi bijuli xaina,power_outage_report
hostel najik gas leak bhayo,gas_leak_report
khutta ma chot lagyo running bela,injury_report
taauko bataraagat bagira xa,injury_report
mero buwa unconscious bhayo pls,medical_emergency_request
=======
text,intent
mero didi bhukampa pachi missing hunuhuncha,family_member_missing
cannot move stuck under conccrete malai,trapped_debris_report
help garnu na lpz,sos_help_request
namaste ma euta prashna sodhnac hahanchu,greeting
hami abhi evacuate garnu parxa ki,evacuation_guidance_query
just testing 123,fallback_unclear
malai nikalnu hos thuniyeko xu,trapped_debris_report
raati asna tent chai,shelter_request
sprain bhayeko khutta ko lagi k garne,first_aid_query
pani ko suply band bhayo pani chai,food_water_request
gharhallyo bhukampa jasto,earthquake_occurring_report
aago chittai failira xa school najik ma,fire_incident_report
mero aama unconsciousbhayo,medical_emergency_request
evacuation ko laagi khulla thau kaha cha,safe_location_query
ploice emergency number dinu hos,emergency_contact_request
building mafire xa hamro area najik,fire_incident_report
bhukampa ko jhatka abhi feelbhayo,earthquake_occurring_report
meroo family member safe bhetiyo,family_reunification_status
mero buwa lai badly injury bayo,injury_report
mero buwa pinned under debris malai help chai,trapped_debris_report
hello ji sanchai hunuhuncha,greeting
thanku sir ali help bhayo,goodbye_thanks
bihana dekhi mero buwa bata khabar xaina,family_member_missing
jhatka mahsus bayo 5 minute agadi,earthquake_occurring_report
re cross ko helpline number,emergency_contact_request
bhukampa report garna man xa Kathmandu a,earthquake_occurring_report
help pls ma dherai fright ma xu,sos_help_request
building safe cha kikasari thaha pauney,building_damage_check
arkobhukampa aaunxa ki,aftershock_information_query
"dhanyabbad, bye bye",goodbye_thanks
aaja raati arko jhatkaaaunxa ki,aftershock_information_query
bhukampagayo Pokhara ma,earthquake_occurring_report
hamro ghar unsaafe xa shelter chai,shelter_request
haa tma minor chot xa,injury_report
Kathmandu jana sakidaina road band cha,road_blockage_report
sos malai helpchai,sos_help_request
Kathmandu ma power line khaseko cha pls,power_outage_report
aago chittai failira xa Kathmandu ma,fire_incident_report
building bata evacuate garnesteps,evacuation_guidance_query
aftershockaaunxa ki,aftershock_information_query
bihana dekhi mero bhai bata khabar xaina,family_member_missing
mero didi debris muni thuniyo,trapped_debris_report
cylinder bata gaschuhi raxa,gas_leak_report
pregnant lady ali emergency care chai,medical_emergency_request
mero aama ghar aaunu bhako axina ahile samma,family_member_missing
mero saathi lai ambulance chai urgent plz,medical_emergency_request
mero aama ghar aaunu bhako xaina ahlie samma,family_member_missing
mero saathi laai badly injury bhayo,injury_report
medical emergency cha helpgarnu,medical_emergency_request
gana gauna aknu huncha,fallback_unclear
road block bhayo landslide le gaun najik help,road_blockage_report
mero buwa debris muni thuniyo,trapped_debris_report
tapai kati umer ko hunuhuncha help,fallback_unclear
k garne vanera guide garnu hos help,status_check_general
ghar collapse bhayo hami bhitra fasyou,trapped_debris_report
bhachiyeko haat ko first aid k ho,first_aid_query
bhukampa ko jhatka abhi feel hbayo,earthquake_occurring_report
afteshock aaunxa ki,aftershock_information_query
tent camp ko loctaion chai,shelter_request
bhukampa report garna man xa meero ghar najik ma,earthquake_occurring_report
thanks yesto helpful huncha,goodbye_thanks
"namaste bot, are u online",greeting
tapai kati umer ko hunuuhuncha,fallback_unclear
electrical fire lagyo plz,fire_incident_report
wall khaseko le mero bhai lai thichyo,trapped_debris_report
mero aama safe cha vanera status update garna mna xa,family_reunification_status
bihana dekhi mero buwa bbata khabar xaina,family_member_missing
hmai kaha shelter linna sakxam safely,safe_location_query
aftershock pachi ghar bhitra sutna safe cha ki help,aftershock_information_query
bhukapma aayo,earthquake_occurring_report
ahile  garne ma,status_check_general
ghar bata dhhuwa airaxa,fire_incident_report
wall khaseko le mero buwa lai thichyo,trapped_debris_report
bhukampa pachi emro aama lai bhettauna sakina,family_member_missing
Kathmandu ko lagi aftershock warning!!!,aftershock_information_query
mero ai help chaincha,sos_help_request
hostelma ambulance patau na,medical_emergency_request
gas stove le aago lgayo,fire_incident_report
Kathmandu kolagi evacuation plan,evacuation_guidance_query
hamro ghar unsafe xa shelterc hai,shelter_request
wall khaseko lemero aama lai thichyo,trapped_debris_report
mero bhai unconscious bhayo plz,medical_emergency_request
malai nikalnu hos thuniyeko xu urgent pls,trapped_debris_report
ghau bhayeko thau ma kasari treat garne,first_aid_query
malai pillar lethichyo cannot move,trapped_debris_report
ghar hallyo bhukampa jasto now,earthquake_occurring_report
aago chittai failira xa hamro area ma plz,fire_incident_report
mero aamalai ambulance chai urgent,medical_emergency_request
relief camp najik cha ki!!!,shelter_request
aago chittai failira xa bazaar ma,fire_incident_report
ghar baliraxa fire brigade chhai,fire_incident_report
gaun najik ko pul bhatkiyo,road_blockage_report
mausam kasto cha,fallback_unclear
bhukampa report garna man xa hamroarea ma,earthquake_occurring_report
wall khasekole mero bhai lai thichyo,trapped_debris_report
bhukampa gayo Kathmandu ma???,earthquake_occurring_report
yahasaaf pani xaina,food_water_request
rescue ko lagi kaha phone garne???,emergency_contact_request
bhukampa dekhi bijuli xaiina,power_outage_report
mero buwa lai badly injury bhayo,injury_report
mero bha ighar aaunu bhako xaina ahile samma,family_member_missing
behosh bhako manxe laikasari help garne,first_aid_query
rescue chai xa ma thuniyeko xu,trapped_debris_report
power outage cha hamro area ma,power_outage_report
road ma crack bayo jana sakidaina,road_blockage_report
road block bhayo landslide le gaun najik,road_blockage_report
Kathmandu ko lagi aftershock warning,aftershock_information_query
arko bhukampa aaunxa ki,aftershock_information_query
school area ma ambulance patauna,medical_emergency_request
bijuli kahilea aunxa,power_outage_report
road ma crack bhayo jana sakidaina asap,road_blockage_report
ghau ma bandage kasai garne,first_aid_query
jhatka mahsus bhay o5 minute agadi,earthquake_occurring_report
cha tkhasyo bhukampa ma,building_collapse_report
mero saathi debris munni thuniyo,trapped_debris_report
next ssteps k ho bhannu hos,status_check_general
mero mama ko phone lagdaina bhukampa dekhi,family_member_missing
pelase help garnu bhai,sos_help_request
mero bhai pinned under debris malai help chai,trapped_debris_report
mero aaam debris muni thuniyo,trapped_debris_report
emergency kit ma k khunu parxa,preparedness_tips_query
doctor chaixa abhi nai,medical_emergency_request
ahile k garne ma,status_check_general
dhanyabad that helped a lot,goodbye_thanks
strong tremor bhukampa jasto???,earthquake_occurring_report
aag ochittai failira xa school najik ma,fire_incident_report
bhukampa report garna manxa Pokhara ma,earthquake_occurring_report
gaun najik kko pul bhatkiyo,road_blockage_report
mero didi safe cha vanera status update garna man xa!!!,family_reunification_status
Kathmandu najik ko pulbhatkiyo,road_blockage_report
hamro ghar pura bhatkiyo help,building_collapse_report
baby formula ra pani chai,food_water_request
strong gas smell xabuilding ma,gas_leak_report
mero ghar lai earthquake safe kasari banaune pls,preparedness_tips_query
dherai raagat bagira xa medic chai xa,medical_emergency_request
najik ko relief camp kaha cha,shelter_request
mero buwa ko phone lagdaina bhukampa dekhi,family_member_missing
schoolbuilding half bhatkiyo,building_collapse_report
mero ghar ma ambulancce patau na,medical_emergency_request
mero buwa lai ambulancechai urgent,medical_emergency_request
sabai hallyo bhukampa le,earthquake_occurring_report
ghar hallyo bhukampa jasto,earthquake_occurring_report
earrthquake bhayo hamro area ma,earthquake_occurring_report
bhukampa report garna man xa ahmro area ma,earthquake_occurring_report
road ma crack bhayo jana sakidaina,road_blockage_report
"danyabad, bye bye",goodbye_thanks
tapai k k gaarna saknu huncha,fallback_unclear
mero saathi lai deep wound xa asap,injury_report
furniturelai khasnu bata kasari secure garne,preparedness_tips_query
road block bhayo landslide le Kathmandu najik???,road_blockage_report
earthquake agadi k k ready rakhne plz,preparedness_tips_query
cannot move stuck under concrete malai,trapped_debris_report
saaf khane pani urgent chai!!!,food_water_request
sprai nbhayeko khutta ko lagi k garne,first_aid_query
building ma fire xa bazaar najik pls,fire_incident_report
k oh yo bot,fallback_unclear
mero saaathi lai deep wound xa,injury_report
thanks yestohelpful huncha,goodbye_thanks
2 din dekhi bijuli xaina,power_outage_report
Kathmandu ma power line khaseko cha,power_outage_report
tent camp ko location chai,shelter_request
ahile k garnu parxa,status_check_general
jhatka mahsu sbhayo 5 minute agadi,earthquake_occurring_report
doctor chai xa abhi nai now,medical_emergency_request
mero didi laai safely locate garya,family_reunification_status
strong tremor bhukampa jasto,earthquake_occurring_report
evacuation ko lagi khulla thau kaha cha!!!,safe_location_query
bhukampaa gayo Pokhara ma,earthquake_occurring_report
namaste can you help me,greeting
baby formula ra paani chai,food_water_request
hamro area ma safe zone kaha cha pls,safe_location_query
mero sathi pinned under debris malai help chai,trapped_debris_report
"namaste bot,are u online",greeting
aaja raati arko jhatkaa aunxa ki,aftershock_information_query
mero didi lai deep wound xa plz,injury_report
aftershock aaunxa ki???,aftershock_information_query
mero buwa lai safely locate garya,family_reunification_status
bhukampa report garna man xa Kathmandu ma now,earthquake_occurring_report
ghar pura bhatkiyo???,building_collapse_report
ghar balirraxa fire brigade chai,fire_incident_report
wall khaseko le mero aama lai thichyo,trapped_debris_report
gas ko smell airaxa bhukampa pachi plz,gas_leak_report
ghar ekdam hallyo earthquake hoki k ho,earthquake_occurring_report
cannot move stuck under concrete malai???,trapped_debris_report
haat ma minor chotxa,injury_report
relief camp najik cha ki,shelter_request
power outage cha hamro area ma???,power_outage_report
gas stove le aago lagyo,fire_incident_report
sabai hallyo bhukampale,earthquake_occurring_report
building bata bahira niskane safest tarika,evacuation_guidance_query
mero buwa lai mbulance chai urgent,medical_emergency_request
relief camp ma mero didi bhetiyo,family_reunification_status
building ma fire xa school najik najik,fire_incident_report
haat bhachiyo help chai,injury_report
ksaari safely evacuate garne,evacuation_guidance_query
aago chittai failira xa school najikma,fire_incident_report
furniture lai khasnubata kasari secure garne,preparedness_tips_query
ghau bhayeko thau ma kasari treat gare,first_aid_query
hello jisanchai hunuhuncha,greeting
mero ghar lia earthquake safe kasari banaune,preparedness_tips_query
relief camp najik cha ki pls,shelter_request
mero bhai sanga abhi reunite bhayo help,family_reunification_status
dhannyabad ekdum helpful thiyo,goodbye_thanks
hamro area ko lagi evacuation plan???,evacuation_guidance_query
"namaste, are you there help",greeting
mero didi pinned under debris malai help chi,trapped_debris_report
bhukamp aaayo,earthquake_occurring_report
sos maai help chai,sos_help_request
kun khulla thau safe cha gather garna pls,safe_location_query
aago chittaifailira xa bazaar ma,fire_incident_report
ghar bhitra farkkana milxa ki,building_damage_check
mero saathi bhukampa pachi missing hunuhuncha plz,family_member_missing
taaauko bata raagat bagira xa,injury_report
mero bhai lai safely locate garya,family_reunification_status
mero aama unconscious bhayo plz,medical_emergency_request
ghar pura bhatkiyo,building_collapse_report
tourist police ko number dinu hos,emergency_contact_request
joke bhanna saknu hucha,fallback_unclear
mero didi lai badly injur ybhayo,injury_report
thanks a lot bhai help,goodbye_thanks
thank u dai malaithaha bhayo,goodbye_thanks
road block bhayo landslide le hamro area najik,road_blockage_report
frie brigade ko contact number,emergency_contact_request
aftershock aaunxa ki,aftershock_information_query
aago lagyo buhkampa pachi,fire_incident_report
abhi ghar bhitar jana milxa ki,building_damage_check
tapai k k garna saknu huncha plz,fallback_unclear
mero mama sanga coontact tutyo,family_member_missing
help pls ma dherai fright maxu,sos_help_request
gaun jana akidaina road band cha,road_blockage_report
building ma firee xa school najik najik,fire_incident_report
ghau bhayeko thau ma kasari treat garne now,first_aid_query
mero buwalai chest ma dukheko xa,medical_emergency_request
mero didi safe cha vanera status update garna man xa,family_reunification_status
sos sos help pls,sos_help_request
mero didi sanga abhi reunite bhayo,family_reunification_status
mero saathi lai badly injury bhayo,injury_report
mero mama sanga contact tutyo,family_member_missing
taauko bata raagat bagira xa,injury_report
please rescueme malai help chai,sos_help_request
ambulance ko numbr k ho,emergency_contact_request
hello dai malai kei sodhnu thiyo,greeting
earthquake preparedness ko tips dinu hos,preparedness_tips_query
bachcha haru lai earthquake drill ko lagi kasari prepare garne,preparedness_tips_query
hamro area mafire lagyo,fire_incident_report
building ma fire xa hamro area najik???,fire_incident_report
hamro area ko lagi aftershock warning,aftershock_information_query
mero aama pinned under debris malai help chai urgent pls,trapped_debris_report
mero saathi lai chest ma dukheko xa,medical_emergency_request
meero saathi lai chest ma dukheko xa,medical_emergency_request
hamro ghar pura bhatkiyo,building_collapse_report
najikko relief camp kaha cha,shelter_request
mero buwa lai chest ma dukheko xa,medical_emergency_request
earthquakego bag kasari prepare garne,preparedness_tips_query
building ma fire xa Kathmandu najik asap,fire_incident_report
gas lea kbhayo ghar ma,gas_leak_report
mero buwa pinned under debris malaih elp chai,trapped_debris_report
aftershock pachi ghar bhitra sutna safe cha ki,aftershock_information_query
bhukampa report garna man xa Pokhara ma,earthquake_occurring_report
road block bhayo landslide le Kathmandu najik,road_blockage_report
Kathmandu ma poewr line khaseko cha,power_outage_report
aftershock pachi ghar bhitra ustna safe cha ki,aftershock_information_query
random type gadai xu,fallback_unclear
mero bhai sanga abhi reunite bhayo,family_reunification_status
bhachhiyeko haat ko first aid k ho,first_aid_query
ahile k action ilnu parxa,status_check_general
hamro areama bijuli katti bhayo,power_outage_report
kitchen ma gas dherai chuhira xa urgent pls,gas_leak_report
Kathmandu ma ammbulance patau na,medical_emergency_request
thanks a lot bhai,goodbye_thanks
help chaincha ma darai xu,sos_help_request
jhatka mahsus bhayo 5 minute agadi,earthquake_occurring_report
bhukampa pachi mero didi lai bhettauna skaina,family_member_missing
mero aama sanga abhi reunite bhayo,family_reunification_status
pura bulding dhalyo Kathmandu ma,building_collapse_report
mero aama lai safely locate garya,family_reunification_status
ahile ko sitution k ho,status_check_general
bazaarma fire lagyo,fire_incident_report
red cross ko helpline number,emergency_contact_request
Kathmandu najik ko pul bhatkiyo plz,road_blockage_report
mero aama pinned uner debris malai help chai,trapped_debris_report
bijulii kahile aaunxa,power_outage_report
aago lagyo bhukampa pachi,fire_incident_report
hami kahashelter linna sakxam safely,safe_location_query
ghar ekdam hallyo earthquake ho ki k ho,earthquake_occurring_report
school ara ma ambulance patau na,medical_emergency_request
merobuwa lai badly injury bhayo,injury_report
poleko thau ko firstaid,first_aid_query
temporary shelter kkaha paunxa,shelter_request
bhukmpa aayo abhi,earthquake_occurring_report
aaja rati arko jhatka aaunxa ki,aftershock_information_query
hey bhauju k cha,greeting
mero family ra kids ko lagi shelter chhai,shelter_request
relief camp ma mero buwabhetiyo,family_reunification_status
najikai ko apartment bhatkiyo,building_collapse_report
bhukampa report garna man xa Kathmandu ma pls,earthquake_occurring_report
ambulance chaincha malai,medical_emergency_request
mero bhai safecha vanera status update garna man xa,family_reunification_status
wall batkiyo road ma,building_collapse_report
sprain bhayeko khutta ko lagi k garrne,first_aid_query
mero buwa debrismuni thuniyo,trapped_debris_report
mero bhai lai deep wound xa,injury_report
hello dai malai kehi sodhnu thiyo,greeting
mero bhai lai ambulance chai ugent,medical_emergency_request
hami abhi evcauate garnu parxa ki,evacuation_guidance_query
bihana dekhi mero mama bata habar xaina,family_member_missing
namastecan you help me,greeting
bhukampa pachi mero bhai lai bhettauna sakina,family_member_missing
rescueko lagi kaha phone garne,emergency_contact_request
ghar bhitra farkana milxa ki,building_damage_check
mero aama sangaabhi reunite bhayo,family_reunification_status
building aliaktitilt bhayo danger cha ki,building_damage_check
mero aama ghar aaunu bhako xaina ahile samma,family_member_missing
debrisle highway band bhayo,road_blockage_report
khana ra pani sakiyo help,food_water_request
mero didi lai deep wound xa,injury_report
thank you dai next time feri sodhchu,goodbye_thanks
mero didi pinned under debris malai help chhai,trapped_debris_report
thanksyesto helpful huncha,goodbye_thanks
hamro gha rnajik gas leak bhayo,gas_leak_report
mero khutta ma chot lagyyo,injury_report
purabuilding dhalyo gaun ma,building_collapse_report
gharp ura bhatkiyo,building_collapse_report
hi are uu working offline,greeting
relief camp mma mero buwa bhetiyo,family_reunification_status
bhukampa aayo bhi,earthquake_occurring_report
bhukampa pachi crack aayo,building_damage_check
thank u sir ali help bhayo,goodbye_thanks
mero saath unconscious bhayo,medical_emergency_request
building safe cha ki kasari thaha pauney urgent pls,building_damage_check
ghar hallyobhukampa jasto,earthquake_occurring_report
relief camp ma mero diidi bhetiyo,family_reunification_status
najik ko assembly point kaaha cha,safe_location_query
bhukampa achi crack aayo,building_damage_check
pura buidling dhalyo gaun ma,building_collapse_report
mero dii bhukampa pachi missing hunuhuncha,family_member_missing
bijuli kahile aaaunxa,power_outage_report
brick khaseko le agyo,injury_report
gas leak bhayo ghar ma,gas_leak_report
arko bhukampa aaunxa ki???,aftershock_information_query
relief camp ma mero didi bhhetiyo,family_reunification_status
gaun jana sakidaina roa dband cha,road_blockage_report
building ma ifre xa hamro area najik,fire_incident_report
haat bhachiyo help chai pls,injury_report
mero saathi lai chest ma dukehko xa,medical_emergency_request
reelief camp ma mero bhai bhetiyo,family_reunification_status
anle sprain bhayo hidna sakina,injury_report
saaf khane pani urgent chi,food_water_request
medical emergency cha help garnu,medical_emergency_request
najika iko safe zone kaha cha,safe_location_query
wall ma thulo crcak cha evacuate garne ki,building_damage_check
bhukampako jhatka aaile feel bhayo,earthquake_occurring_report
help chaincha a darai xu,sos_help_request
hamro area jana sakidaina road band cha,road_blockage_report
hello ji sanchai hunuhunccha,greeting
mero ghar ma ambulance patau na,medical_emergency_request
Kathmandu najik ko pul bhatkiyo,road_blockage_report
hostel ma ambulance patau na urgent pls,medical_emergency_request
strongtremor bhukampa jasto,earthquake_occurring_report
power outage cha hamro ara ma,power_outage_report
food distribution point najik cha ki now,food_water_request
cylinder bata gas chuhi raxa,gas_leak_report
bhukampa gayo Pokhara ma,earthquake_occurring_report
mero bhai debrismuni thuniyo,trapped_debris_report
hi malai chahyo help,greeting
mero bhai sanga contact tutyo pls,family_member_missing
hi malai chahiyo help,greeting
bhukampa pachi mero didilai bhettauna sakina,family_member_missing
najikai ko sfae zone kaha cha,safe_location_query
thank u da malai thaha bhayo,goodbye_thanks
gas leak bayo ghar ma,gas_leak_report
thanks yesto helpfu huncha,goodbye_thanks
thanks bro ekdam ramro jankai,goodbye_thanks
mero buwa safe cha vanera status update garna man xa!!!,family_reunification_status
tent camp ko location chai!!!,shelter_request
tapai kati uer ko hunuhuncha,fallback_unclear
ankle sprain bhayo hidna sakina,injury_report
najik ko reliefcamp kaha cha,shelter_request
mero buwa safe cha vannera status update garna man xa,family_reunification_status
evacuation ko instructions dinu hos???,evacuation_guidance_query
"namaste, ar you there",greeting
mero buwa lai aambulance chai urgent,medical_emergency_request
mero buwa la ichest ma dukheko xa,medical_emergency_request
k hoo yo bot,fallback_unclear
main road bnad cha,road_blockage_report
mero bwua sanga abhi reunite bhayo,family_reunification_status
kitchen ma aago agyo bhukampa ko bela,fire_incident_report
mero bhai lai baldy injury bhayo,injury_report
ahile kgarnu parxa,status_check_general
malai kahaa jana safe huncha,safe_location_query
behosh bhako mnxe lai kasari help garne,first_aid_query
merolai help chaincha,sos_help_request
hel chaincha ma darai xu,sos_help_request
Kathmandu ma ambulance patau na,medical_emergency_request
yo bhukampa sanga related xaina urgent pls,fallback_unclear
mero buwa safe cha vanera status update garna man xa,family_reunification_status
help chainchama darai xu,sos_help_request
budo budi sannga kasari evacuate garne,evacuation_guidance_query
next stepsk ho bhannu hos,status_check_general
ghau bhayeko thau makasari treat garne,first_aid_query
bazara ma fire lagyo,fire_incident_report
mero aama ko phone lagdaina bhukampa dekhi,family_member_missing
mero family ra kids ko lagi shelter chai,shelter_request
tapai k k garna saknu huncha,fallback_unclear
building bata evacuate garne steps,evacuation_guidance_query
temporary shelter kaha paunxa,shelter_request
gharbaliraxa fire brigade chai,fire_incident_report
shelter chaincha mero family ko lagi plz,shelter_request
mero buwa sanga abhi reunite bhayo,family_reunification_status
namaste bot are u online,greeting
thank u dai malai thaha bhayo,goodbye_thanks
merro buwa lai safely locate garya,family_reunification_status
koi vane help gara na,sos_help_request
mero saathi pinned under debris mlaai help chai,trapped_debris_report
hii tapaiko naam k ho,greeting
please help garnu bhai urgent pls,sos_help_request
aago lagyo bhukamppa pachi,fire_incident_report
electrical firre lagyo,fire_incident_report
mero saathi bhukampa pachi missing hunuhuncha,family_member_missing
red corss ko helpline number,emergency_contact_request
cpr kasari garne,first_aid_query
thank u dai malai thahabhayo,goodbye_thanks
hey bhauju kcha,greeting
mero bhai lai badly injury bhayo plz,injury_report
mero didi ko phone lagdaina bhukampa dekhi,family_member_missing
saaf khane pani urgentchai,food_water_request
hey are youthe earthquake bot,greeting
hey bot k xa halkhabar,greeting
ghar bhitra farkana milxa ki pls,building_damage_check
khana ra pani sakiyo,food_water_request
ghar collapse bbhayo hami bhitra fasyou,trapped_debris_report
"namaste, are you there",greeting
cpr kaari garne,first_aid_query
mero saathi debris muni thuniyo,trapped_debris_report
namaste ca you help me,greeting
bhukampa pachi mero aama lai bhettauna sakna,family_member_missing
mero saathi haru ra kids ko lagi shelter cchai,shelter_request
emergency kit ma k k hunu pparxa,preparedness_tips_query
mero bhai safe cha vanera status update garna man xa,family_reunification_status
bihana dekhi mero buwa bata khabarxaina,family_member_missing
hamro area ma safe zone kaha cha,safe_location_query
building safe cha ki kasari thaha pauney,building_damage_check
hiare u working offline,greeting
mero didi lai dee pwound xa,injury_report
bhukampa gayo hamro area ma???,earthquake_occurring_report
mreo buwa unconscious bhayo,medical_emergency_request
pura buliding dhalyo hamro area ma,building_collapse_report
tourist police koo number dinu hos,emergency_contact_request
hamro area ma safe znoe kaha cha,safe_location_query
meero mama sanga contact tutyo,family_member_missing
fire brigade ko contact numbeer,emergency_contact_request
mero saathi bhukapa pachi missing hunuhuncha,family_member_missing
aftershock kati samma rahanxa help,aftershock_information_query
kio cha help garne,sos_help_request
aaja raati arko jhatka aaunxa ki,aftershock_information_query
mero saathi lai deepwound xa,injury_report
kitchen ma gaas dherai chuhira xa,gas_leak_report
mero didi lai safely locate garya,family_reunification_status
mero bhai bhukampa pachi missing hunuhuncha now,family_member_missing
food distribution point najikcha ki,food_water_request
khane panichaincha,food_water_request
ok bye ta dhanyabbad,goodbye_thanks
bhukampa apchi mero saathi lai bhettauna sakina,family_member_missing
mero bhai bhukampa pachi missin ghunuhuncha,family_member_missing
aago chittai failira xa hamro area ma pls,fire_incident_report
mero didi lai deeep wound xa,injury_report
buildig bata bahira niskane safest tarika,evacuation_guidance_query
bihana dekhi mero bhaibata khabar xaina,family_member_missing
wall bhatkiyo road ma,building_collapse_report
sos sos help,sos_help_request
gaun jana sakidaina road band cha,road_blockage_report
mero didisanga abhi reunite bhayo,family_reunification_status
Kathmandu ma fire lagyo asap,fire_incident_report
ahilek garne ma,status_check_general
meroo buwa lai deep wound xa,injury_report
justt testing 123,fallback_unclear
yo ghar ma basna afe cha ki xaina,building_damage_check
koi vane help gara na urgent pls,sos_help_request
mero bhai sanga contacttutyo,family_member_missing
fire brigade kocontact number,emergency_contact_request
hello daik cha khabar,greeting
mero buwa lai deep wound xxa,injury_report
power outagec ha hamro area ma,power_outage_report
hamro area ko lagi evacuation plan,evacuation_guidance_query
mero aama unconscious bayo,medical_emergency_request
relief cmp ma mero aama bhetiyo,family_reunification_status
debris le highway band bhaayo,road_blockage_report
wall m acrack dekhiyo,building_damage_check
ghar baliraxa fire brigade chai,fire_incident_report
tapai k k garna saknu hunncha,fallback_unclear
mero bhai lai badly innjury bhayo,injury_report
bhukampa gayo Pokhraa ma,earthquake_occurring_report
evacuation koroute k ho,evacuation_guidance_query
mero didi debris mun thuniyo,trapped_debris_report
raagat bagna roknu ko upaya k ho plz,first_aid_query
hii tapia ko naam k ho,greeting
ghar bhatkiyo Kathmandu ma,building_collapse_report
head injury bhayodebris khaseko le,injury_report
haat bhachiyo help chai help,injury_report
merobuwa debris muni thuniyo,trapped_debris_report
mero aama safe cha vanera status update garna man xa,family_reunification_status
pura building dalyo hamro area ma,building_collapse_report
hi bhai kasto cha,greeting
dhanyabad ekdum helpful thiyo,goodbye_thanks
relief camp ma mero bhai bhetiyo,family_reunification_status
mero aama laai chest ma dukheko xa,medical_emergency_request
merobhai lai safely locate garya,family_reunification_status
head injurybhayo debris khaseko le,injury_report
mero bhai ghar aaunu bhako xaina ahile samma,family_member_missing
yaha saaf panix aina,food_water_request
wall khaseko le mero bhai lai thichyo now,trapped_debris_report
sas pherna sakeko xainakoi,medical_emergency_request
mero bhai laiambulance chai urgent,medical_emergency_request
thank you dai nex ttime feri sodhchu,goodbye_thanks
mero ghar lai earthuake safe kasari banaune,preparedness_tips_query
bihana dekhi mero didi bata khabar xaina,family_member_missing
mero aama debris muni thuniyo urgent pls,trapped_debris_report
mero buwa lai ambulance chai urgent,medical_emergency_request
hijo dekhi khana xaiina,food_water_request
mero buwa lai safey locate garya,family_reunification_status
najikai ko apartmentbhatkiyo,building_collapse_report
building ma fire xa Kathmandu najik,fire_incident_report
poleko thau ko first aid,first_aid_query
hijo dekhi khana xaaina,food_water_request
haat ma minor chot xa now,injury_report
doctor chai ax abhi nai,medical_emergency_request
mreo didi ko phone lagdaina bhukampa dekhi,family_member_missing
ambulancechaincha malai,medical_emergency_request
sos malai help chai,sos_help_request
emergecny contact number haru ko list,emergency_contact_request
mero aama debris muni thuniyo,trapped_debris_report
help pls ma dheraai fright ma xu,sos_help_request
bhachiyko haat ko first aid k ho,first_aid_query
hi maali chahiyo help,greeting
food distribution point najik cha ki asap,food_water_request
hamro area ma power line khaseko cha,power_outage_report
gharbhatkiyo Kathmandu ma,building_collapse_report
hellp garnu na plz,sos_help_request
rleief camp ma mero didi bhetiyo,family_reunification_status
rescue chai x ma thuniyeko xu,trapped_debris_report
mero bhai debris munithuniyo,trapped_debris_report
saaf khane pani urgent chai,food_water_request
food distribution point najik cha ki,food_water_request
mero didi ghar aaunu bhako xaina ahile samma,family_member_missing
bhukampa gayo Kathmandu ma,earthquake_occurring_report
dherai raagat bagira xa meic chai xa,medical_emergency_request
ok got it dhnayabad bahini,goodbye_thanks
