id,language,text,intent,source
2075,ne,पोखरा को लागिनिकासा योजना,evacuation_guidance_query,nepali_dataset.csv
2076,ne,भूकम्पपछि केगर्ने,status_check_general,nepali_dataset.csv
2077,ne,स्कूल भवन आंशिक रूपमा भत्कियो,building_collapse_report,nepali_dataset.csv
2078,ne,छिटो मद्दत चाहियो है,sos_help_request,nepali_dataset.csv
2079,ne,भर्खरै भूकम्प आयो,earthquake_occurring_report,nepali_dataset.csv
2080,ne,दिदी लाई सुरक्षित फेला परेकोछ,family_reunification_status,nepali_dataset.csv
2081,ne,अहिले भूकम्प गयो???,earthquake_occurring_report,nepali_dataset.csv
2082,ne,सफा खानेपानी तुरुन्तै चाहियो,food_water_request,nepali_dataset.csv
2083,ne,आमा सँग सम्पर्क टुटेको छ!!,family_member_missing,nepali_dataset.csv
2084,ne,तिमी को हौ हजुर,fallback_unclear,nepali_dataset.csv
2085,ne,पोखरा नजिकको पुल भत्कियो,road_blockage_report,nepali_dataset.csv
2086,ne,भूकम्पपछि सडकक्षतिग्रस्त भयो,road_blockage_report,nepali_dataset.csv
2087,ne,आपतकालीन किटमा के के हुनुपर्छ छिटो,preparedness_tips_query,nepali_dataset.csv
2088,ne,दाजु को लागि खाद्यान्न चाहियो हजुर,food_water_request,nepali_dataset.csv
2089,ne,काठमाडौं जान सकिँदैन सडकबन्द छ,road_blockage_report,nepali_dataset.csv
2090,ne,मलाई बचाउनुहोस्,sos_help_request,nepali_dataset.csv
2091,ne,आमा सुरक्षित हुनुहुन्छ भनेर स्थिति अपडेटगर्न चाहन्छु,family_reunification_status,nepali_dataset.csv
2092,ne,सडक चिरा परेर जान सकिँदैन,road_blockage_report,nepali_dataset.csv
2093,ne,हजुरबुबा लाई गम्भीर चोट लागेको छ,injury_report,nepali_dataset.csv
2094,ne,भक्तपुर नजिकैको घरमा आगो लागेको छ है,fire_incident_report,nepali_dataset.csv
2095,ne,मद्दतकोलागि धन्यवाद,goodbye_thanks,nepali_dataset.csv
2096,ne,कति पराकम्प आउने अपेक्षा छ,aftershock_information_query,nepali_dataset.csv
2097,ne,घरबाट धुवाँ आइरहेको छ,fire_incident_report,nepali_dataset.csv
2098,ne,सहयोग गर्नु होला,sos_help_request,nepali_dataset.csv
2099,ne,भवनबाट बाहिर निस्कने सबैभन्दा सुरक्षित तरिका छिटो,evacuation_guidance_query,nepali_dataset.csv
2100,ne,ललितपुर मा आगो छिट्टै फैलिँदैछ,fire_incident_report,nepali_dataset.csv
2101,ne,हजुरबुबा को बेपत्ता व्यक्ति रिपोर्ट,family_member_missing,nepali_dataset.csv
2102,ne,विस्थापितहरूलाई बस्ने ठाउँ चाहिन्छ प्लिज,shelter_request,nepali_dataset.csv
2103,ne,आदाब,greeting,nepali_dataset.csv
2104,ne,पर्खालले थिचेको छ हल्लन सक्दिन है,trapped_debris_report,nepali_dataset.csv
2105,ne,घरमा भूकम्प तयारीको उत्तम अभ्यासके हो,preparedness_tips_query,nepali_dataset.csv
2106,ne,मद्दत पठाउनुहोस्!!,sos_help_request,nepali_dataset.csv
2107,ne,भूकम्प तयारीका सुझावहरू दिनुहोस्,preparedness_tips_query,nepali_dataset.csv
2108,ne,ललितपुर मा बिजुलीको तार खसेको छ है,power_outage_report,nepali_dataset.csv
2109,ne,म सुरक्षाको लागि कहाँ जानुपर्छ???,safe_location_query,nepali_dataset.csv
2110,ne,काठमाडौं नजिकको पुल भत्कियो???,road_blockage_report,nepali_dataset.csv
2111,ne,बालहेल्पलाइन नम्बर,emergency_contact_request,nepali_dataset.csv
2112,ne,गोर्खा मा बिजुलीको तार खसेको छ!!,power_outage_report,nepali_dataset.csv
2113,ne,मेडिकल इमर्जेन्सी छ मद्दतगर्नुहोस्,medical_emergency_request,nepali_dataset.csv
2114,ne,ललितपुर मा आमा लाई खोजिरहेको छु,family_member_missing,nepali_dataset.csv
2115,ne,भवनबाट निकासा गर्ने चरणहरू प्लिज,evacuation_guidance_query,nepali_dataset.csv
2116,ne,क क क है,fallback_unclear,nepali_dataset.csv
2117,ne,भत्किएको घरभित्र फसेको छु छिटो,trapped_debris_report,nepali_dataset.csv
2118,ne,मद्दत चाहियो हजुर,sos_help_request,nepali_dataset.csv
2119,ne,म र हजुरआमा थुनिएकाछौं,trapped_debris_report,nepali_dataset.csv
2120,ne,भूकम्पपछि सडक क्षतिग्रस्त भयो,road_blockage_report,nepali_dataset.csv
2121,ne,प्रहरी आपतकालीन नम्बर दिनुहोस् छिटो,emergency_contact_request,nepali_dataset.csv
2122,ne,दिदी भग्नावशेषमुनिथुनिनुभयो,trapped_debris_report,nepali_dataset.csv
2123,ne,भूकम्प गयो,earthquake_occurring_report,nepali_dataset.csv
2124,ne,बचाउनुहोस्!!,sos_help_request,nepali_dataset.csv
2125,ne,बालबालिकालाई भूकम्प अभ्यासको लागि कसरीतयार पार्ने,preparedness_tips_query,nepali_dataset.csv
2126,ne,गोर्खा मा घर भत्कियो!!,building_collapse_report,nepali_dataset.csv
2127,ne,बुबा लाई एम्बुलेन्स चाहियो छिटो,medical_emergency_request,nepali_dataset.csv
2128,ne,फेरि भेटौंला,goodbye_thanks,nepali_dataset.csv
2129,ne,भूकम्पदेखि छोरी बेपत्ता हुनुभएको छ,family_member_missing,nepali_dataset.csv
2130,ne,दिदी लाई एम्बुलेन्स चाहियोछिटो,medical_emergency_request,nepali_dataset.csv
2131,ne,दमकलकोसम्पर्क नम्बर,emergency_contact_request,nepali_dataset.csv
2132,ne,बचाउनुहोस्???,sos_help_request,nepali_dataset.csv
2133,ne,काठमाडौं मा घर भत्कियो,building_collapse_report,nepali_dataset.csv
2134,ne,नमस्ते दाइ!!,greeting,nepali_dataset.csv
2135,ne,खानेपानी चाहियो,food_water_request,nepali_dataset.csv
2136,ne,भूकम्पपछि दाजु लाई भेट्टाउन सकिएको छैन प्लिज,family_member_missing,nepali_dataset.csv
2137,ne,मलाई तुरुन्तै के गर्ने भनेर भन्नुहोस् छिटो,status_check_general,nepali_dataset.csv
2138,ne,टाउकोबाटरगत बगिरहेको छ,injury_report,nepali_dataset.csv
2139,ne,खुट्टामा घाउ भएर रगत बगिरहेको छ,injury_report,nepali_dataset.csv
2140,ne,ओके धन्यवाद हजुर,goodbye_thanks,nepali_dataset.csv
2141,ne,धेरैरगत बगिरहेको छ मेडिक चाहियो,medical_emergency_request,nepali_dataset.csv
2142,ne,हजुरआमाको बेपत्ता व्यक्ति रिपोर्ट,family_member_missing,nepali_dataset.csv
2143,ne,पराकम्पकति शक्तिशाली हुन्छ,aftershock_information_query,nepali_dataset.csv
2144,ne,रगत बग्न रोक्ने उपाय के हो,first_aid_query,nepali_dataset.csv
2145,ne,हजुरआमा सँग सम्पर्क टुटेको छ,family_member_missing,nepali_dataset.csv
2146,ne,सडक चिरापरेर जान सकिँदैन,road_blockage_report,nepali_dataset.csv
2147,ne,केहो यो,fallback_unclear,nepali_dataset.csv
2148,ne,नजिकैको अपार्टमेन्टभत्कियो,building_collapse_report,nepali_dataset.csv
2149,ne,ल ठिक छ बाई,goodbye_thanks,nepali_dataset.csv
2150,ne,काठमाडौं नजिक पहिरोले सडकबन्द भयो,road_blockage_report,nepali_dataset.csv
2151,ne,ठिकै छ छोड्नुहोस् प्लिज,goodbye_thanks,nepali_dataset.csv
2152,ne,उद्धारका लागि कहाँ फोन गर्ने छिटो,emergency_contact_request,nepali_dataset.csv
2153,ne,भक्तपुर मा जोडदार धक्का महसुस भयो छिटो,earthquake_occurring_report,nepali_dataset.csv
2154,ne,मडराएको छु मद्दत गर्नुहोस्,sos_help_request,nepali_dataset.csv
2155,ne,बेहोस भएको मान्छेलाई कसरी मद्दत गर्ने,first_aid_query,nepali_dataset.csv
2156,ne,म र हजुरबुबाथुनिएका छौं,trapped_debris_report,nepali_dataset.csv
2157,ne,नजिकैको सुरक्षितभेला हुने ठाउँ,safe_location_query,nepali_dataset.csv
2158,ne,घाउ भएको ठाउँमा कसरी उपचार गर्ने,first_aid_query,nepali_dataset.csv
2159,ne,ललितपुर मा तोकिएकोसुरक्षित क्षेत्र कहाँ छ,safe_location_query,nepali_dataset.csv
2160,ne,काठमाडौं मा तोकिएको सुरक्षित क्षेत्र कहाँ छ!!,safe_location_query,nepali_dataset.csv
2161,ne,छिमेकभरि बिजुली गएको छ!!,power_outage_report,nepali_dataset.csv
2162,ne,मलाई मद्दतचाहियो,sos_help_request,nepali_dataset.csv
2163,ne,जाजरकोट नजिकको पुलभत्कियो,road_blockage_report,nepali_dataset.csv
2164,ne,परिवारको लागि खाद्य सामग्री चाहियो,food_water_request,nepali_dataset.csv
2165,ne,अहिले मैले के गर्ने,status_check_general,nepali_dataset.csv
2166,ne,जाजरकोट मा तोकिएको सुरक्षित क्षेत्र कहाँ छ हजुर,safe_location_query,nepali_dataset.csv
2167,ne,भूकम्पमा छत खस्यो,building_collapse_report,nepali_dataset.csv
2168,ne,पर्खालमा चिरा देखिएको छ,building_damage_check,nepali_dataset.csv
2169,ne,दाजु लाई गहिरो घाउ छ,injury_report,nepali_dataset.csv
2170,ne,दिदी लाई सुरक्षित फेला परेको छ हजुर,family_reunification_status,nepali_dataset.csv
2171,ne,ग्यासचुहावट भयो सल्लाह दिनुहोस्,gas_leak_report,nepali_dataset.csv
2172,ne,म र छोरी थुनिएका छौं!!,trapped_debris_report,nepali_dataset.csv
2173,ne,काठमाडौंमा आगो छिट्टै फैलिँदैछ,fire_incident_report,nepali_dataset.csv
2174,ne,ठिकैछ छोड्नुहोस्,goodbye_thanks,nepali_dataset.csv
2175,ne,पोलेको ठाउँको लागि प्राथमिक उपचार???,first_aid_query,nepali_dataset.csv
2176,ne,भान्सामा ग्यास धेरै चुहिँदैछ,gas_leak_report,nepali_dataset.csv
2177,ne,अहिले हजुरआमासँग भेट भयो,family_reunification_status,nepali_dataset.csv
2178,ne,अहिले दाजु सँग भेट भयो,family_reunification_status,nepali_dataset.csv
2179,ne,दाजु अझै घरआउनुभएको छैन,family_member_missing,nepali_dataset.csv
2180,ne,बुबा लाई एम्बुलेन्सचाहियो छिटो,medical_emergency_request,nepali_dataset.csv
2181,ne,भूकम्प अघि के के तयार राख्ने हजुर,preparedness_tips_query,nepali_dataset.csv
2182,ne,नमस्ते बहिनी,greeting,nepali_dataset.csv
2183,ne,पर्खालले थिचेको छ हल्लन सक्दिन,trapped_debris_report,nepali_dataset.csv
2184,ne,भूकम्प अघि के के तयार राख्ने,preparedness_tips_query,nepali_dataset.csv
2185,ne,ग्यास चुहावट भयो सल्लाह दिनुहोस् छिटो,gas_leak_report,nepali_dataset.csv
2186,ne,म र दिदी थुनिएका छौं???,trapped_debris_report,nepali_dataset.csv
2187,ne,अहिले दिदी सँग भेट भयो प्लिज,family_reunification_status,nepali_dataset.csv
2188,ne,पोखरा मा भूकम्प गयो,earthquake_occurring_report,nepali_dataset.csv
2189,ne,गोर्खा मा बिजुली गएको छ,power_outage_report,nepali_dataset.csv
2190,ne,काठमाडौं मा भूकम्पगयो,earthquake_occurring_report,nepali_dataset.csv
2191,ne,के हामीअहिले नै निकासा गर्नुपर्छ,evacuation_guidance_query,nepali_dataset.csv
2192,ne,एकदम धन्यवाद हजुर,goodbye_thanks,nepali_dataset.csv
2193,ne,सी पी आर कसरी गर्ने,first_aid_query,nepali_dataset.csv
2194,ne,नजिकैको सुरक्षित ठाउँ कहाँ छ,safe_location_query,nepali_dataset.csv
2195,ne,आमा लाई गहिरो घाउ छ,injury_report,nepali_dataset.csv
2196,ne,छत खसेर हजुरबुबा थुनिनुभयो,trapped_debris_report,nepali_dataset.csv
2197,ne,म र दाजु थुनिएकाछौं,trapped_debris_report,nepali_dataset.csv
2198,ne,छतखसेर बुबा थुनिनुभयो,trapped_debris_report,nepali_dataset.csv
2199,ne,कुन खुल्ला ठाउँ भेला हुन सुरक्षित छ है,safe_location_query,nepali_dataset.csv
2200,ne,दाजु लडेरढाडमा चोट लाग्यो,injury_report,nepali_dataset.csv
2201,ne,तिमी को हौ!!,fallback_unclear,nepali_dataset.csv
2202,ne,भूकम्पपछि आमालाई भेट्टाउन सकिएको छैन,family_member_missing,nepali_dataset.csv
2203,ne,पोखरामा आगो छिट्टै फैलिँदैछ,fire_incident_report,nepali_dataset.csv
2204,ne,नमस्कारसर,greeting,nepali_dataset.csv
2205,ne,बिहानदेखिदिदी बाट कुनै खबर छैन,family_member_missing,nepali_dataset.csv
2206,ne,सफाखानेपानी तुरुन्तै चाहियो,food_water_request,nepali_dataset.csv
2207,ne,भवन अलिकति ढल्किएको छ खतरा छ कि हजुर,building_damage_check,nepali_dataset.csv
2208,ne,ललितपुर मा आगो लागेको छ,fire_incident_report,nepali_dataset.csv
2209,ne,हिजोदेखि खाना छैन,food_water_request,nepali_dataset.csv
2210,ne,धेरैधन्यवाद,goodbye_thanks,nepali_dataset.csv
2211,ne,केपराकम्प आउने छ,aftershock_information_query,nepali_dataset.csv
2212,ne,नमस्ते बहिनी!!,greeting,nepali_dataset.csv
2213,ne,भक्तपुर नजिक ग्यास चुहावट भयो???,gas_leak_report,nepali_dataset.csv
2214,ne,पोलेको ठाउँको लागि प्राथमिक उपचार है,first_aid_query,nepali_dataset.csv
2215,ne,ललितपुर नजिक पहिरोले सडक बन्द भयो हजुर,road_blockage_report,nepali_dataset.csv
2216,ne,अहिले मैलेके गर्ने,status_check_general,nepali_dataset.csv
2217,ne,गोर्खा मा तोकिएको सुरक्षित क्षेत्र कहाँ छ,safe_location_query,nepali_dataset.csv
2218,ne,छिटो निकाल्नुहोस् थुनिएको छु,trapped_debris_report,nepali_dataset.csv
2219,ne,दाजु भग्नावशेषमुनि थुनिनुभयो???,trapped_debris_report,nepali_dataset.csv
2220,ne,ललितपुर को लागि निकासा योजना हजुर,evacuation_guidance_query,nepali_dataset.csv
2221,ne,ठिक छ धन्यवाद है,goodbye_thanks,nepali_dataset.csv
2222,ne,हिजोदेखि खाना छैन है,food_water_request,nepali_dataset.csv
2223,ne,प्राथमिक उपचार किटमा के चाहिन्छ,first_aid_query,nepali_dataset.csv
2224,ne,अहिले कुन चरण पालना गर्ने???,status_check_general,nepali_dataset.csv
2225,ne,बिजुली कहिले आउँछ,power_outage_report,nepali_dataset.csv
2226,ne,आमा सुरक्षित हुनुहुन्छ भनेर स्थिति अपडेट गर्न चाहन्छु,family_reunification_status,nepali_dataset.csv
2227,ne,बहिनी नमस्ते,greeting,nepali_dataset.csv
2228,ne,फर्निचरलाई खस्नबाट कसरी सुरक्षित गर्ने,preparedness_tips_query,nepali_dataset.csv
2229,ne,के गर्ने भनेर मलाई मार्गदर्शन गर्नुहोस्,status_check_general,nepali_dataset.csv
2230,ne,थाहा छैन हजुर,fallback_unclear,nepali_dataset.csv
2231,ne,बहिनी नमस्ते छिटो,greeting,nepali_dataset.csv
2232,ne,दाजु र बालबालिकाका लागि आश्रय चाहियो!!,shelter_request,nepali_dataset.csv
2233,ne,घर बलिरहेको छ दमकल चाहियो प्लिज,fire_incident_report,nepali_dataset.csv
2234,ne,जाजरकोट नजिकैको घरमा आगो लागेको छ,fire_incident_report,nepali_dataset.csv
2235,ne,जोक भन,fallback_unclear,nepali_dataset.csv
2236,ne,भक्तपुर नजिक पहिरोले सडक बन्द भयो,road_blockage_report,nepali_dataset.csv
2237,ne,हजुरआमा लडेरढाडमा चोटलाग्यो,injury_report,nepali_dataset.csv
2238,ne,भूकम्पदेखि हजुरबुबा बेपत्ता हुनुभएको छ हजुर,family_member_missing,nepali_dataset.csv
2239,ne,हजुरआमा बेहोस हुनुभयो,medical_emergency_request,nepali_dataset.csv
2240,ne,आमा बेहोसहुनुभयो,medical_emergency_request,nepali_dataset.csv
2241,ne,पानीको आपूर्ति बन्द भयो पानी चाहियो!!,food_water_request,nepali_dataset.csv
2242,ne,के हो यो,fallback_unclear,nepali_dataset.csv
2243,ne,हाम्रो घर पूर्ण रूपमाभत्कियो,building_collapse_report,nepali_dataset.csv
2244,ne,आपतकालीन सामान कति पटक जाँच्ने???,preparedness_tips_query,nepali_dataset.csv
2245,ne,भूकम्पदेखि छोरी को फोन लाग्दैन!!,family_member_missing,nepali_dataset.csv
2246,ne,घरमा ग्यास चुहावट भयो,gas_leak_report,nepali_dataset.csv
2247,ne,जाजरकोटनजिक पहिरोले सडक बन्द भयो,road_blockage_report,nepali_dataset.csv
2248,ne,थाहा छैन,fallback_unclear,nepali_dataset.csv
2249,ne,यो भूकम्पहो कि,earthquake_occurring_report,nepali_dataset.csv
2250,ne,धन्यबाद है छिटो,goodbye_thanks,nepali_dataset.csv
2251,ne,अहँ,fallback_unclear,nepali_dataset.csv
2252,ne,अर्को चरणहरू भन्नुहोस् छिटो,status_check_general,nepali_dataset.csv
2253,ne,मलाई थाहा छैन के गर्ने है,status_check_general,nepali_dataset.csv
2254,ne,घर पूर्ण रूपमा भत्कियो,building_collapse_report,nepali_dataset.csv
2255,ne,भान्सामा सानो आगो लागेकोछ,fire_incident_report,nepali_dataset.csv
2256,ne,भूकम्पपछि दाजु लाई भेट्टाउनसकिएको छैन,family_member_missing,nepali_dataset.csv
2257,ne,धन्यवाद है,goodbye_thanks,nepali_dataset.csv
2258,ne,मेरो भवन सुरक्षित छ कि भनेर कसरी थाहा पाउने प्लिज,building_damage_check,nepali_dataset.csv
2259,ne,कसैले सहयोग गर्नुहोस्,sos_help_request,nepali_dataset.csv
2260,ne,ललितपुर मा एम्बुलेन्स चाहियो???,medical_emergency_request,nepali_dataset.csv
2261,ne,बाल हेल्पलाइननम्बर,emergency_contact_request,nepali_dataset.csv
2262,ne,राहत शिविरमा हजुरआमा भेटियो,family_reunification_status,nepali_dataset.csv
2263,ne,दाजु भग्नावशेषमुनि थुनिनुभयो,trapped_debris_report,nepali_dataset.csv
2264,ne,राहत शिविरमा हजुरआमाभेटियो,family_reunification_status,nepali_dataset.csv
2265,ne,आमा र बालबालिकाका लागि आश्रय चाहियो,shelter_request,nepali_dataset.csv
2266,ne,दाजु लडेरढाडमा चोट लाग्यो हजुर,injury_report,nepali_dataset.csv
2267,ne,निकासाका निर्देशनहरूदिनुहोस्,evacuation_guidance_query,nepali_dataset.csv
2268,ne,नजिकैको खाद्य वितरण स्थल,food_water_request,nepali_dataset.csv
2269,ne,म र आमाथुनिएका छौं,trapped_debris_report,nepali_dataset.csv
2270,ne,काठमाडौं नजिककोपुल भत्कियो,road_blockage_report,nepali_dataset.csv
2271,ne,तिमी कति उमेरको हौ है,fallback_unclear,nepali_dataset.csv
2272,ne,मलाईचोट लागेको छ,injury_report,nepali_dataset.csv
2273,ne,प्राथमिक उपचारकिटमा के चाहिन्छ,first_aid_query,nepali_dataset.csv
2274,ne,हाइ,greeting,nepali_dataset.csv
2275,ne,आज राति थप धक्का आउन सक्छ कि,aftershock_information_query,nepali_dataset.csv
2276,ne,डाक्टर तुरुन्तै चाहियो प्लिज,medical_emergency_request,nepali_dataset.csv
2277,ne,ललितपुर मा आमा लाई खोजिरहेको छु!!,family_member_missing,nepali_dataset.csv
2278,ne,पानीको आपूर्ति बन्द भयो पानी चाहियो,food_water_request,nepali_dataset.csv
2279,ne,दिदी को लागि खाद्यान्न चाहियो!!,food_water_request,nepali_dataset.csv
2280,ne,के म अहिलेघरभित्र फर्कन सक्छु,building_damage_check,nepali_dataset.csv
2281,ne,मद्दत गर है,sos_help_request,nepali_dataset.csv
2282,ne,निकासाका निर्देशनहरू दिनुहोस्,evacuation_guidance_query,nepali_dataset.csv
2283,ne,हजुरबुबा बेहोसहुनुभयो,medical_emergency_request,nepali_dataset.csv
2284,ne,नेपाल रेडक्रसको हेल्पलाइन नम्बर,emergency_contact_request,nepali_dataset.csv
2285,ne,भूकम्पपछि आमा लाईभेट्टाउन सकिएको छैन,family_member_missing,nepali_dataset.csv
2286,ne,भक्तपुर जान सकिँदैन सडक बन्द छ!!,road_blockage_report,nepali_dataset.csv
2287,ne,यहाँ सफा पानी उपलब्ध छैन,food_water_request,nepali_dataset.csv
2288,ne,आमा लाई गहिरो घाउ छ प्लिज,injury_report,nepali_dataset.csv
2289,ne,आमाबेहोस हुनुभयो,medical_emergency_request,nepali_dataset.csv
2290,ne,भूकम्प भर्खरै आएको हो,earthquake_occurring_report,nepali_dataset.csv
2291,ne,शुभ प्रभात???,greeting,nepali_dataset.csv
2292,ne,जाजरकोट नजिकको पुल भत्कियो,road_blockage_report,nepali_dataset.csv
2293,ne,काठमाडौं नजिक ग्यास चुहावटभयो,gas_leak_report,nepali_dataset.csv
2294,ne,भूकम्प ५मिनेट अगाडि आएको हो,earthquake_occurring_report,nepali_dataset.csv
2295,ne,के हामी तुरुन्तैनिकासा गर्नुपर्छ,evacuation_guidance_query,nepali_dataset.csv
2296,ne,छोरी अझै घर आउनुभएको छैन,family_member_missing,nepali_dataset.csv
2297,ne,गर्भवतीमहिलालाई उपचार चाहियो,medical_emergency_request,nepali_dataset.csv
2298,ne,छोरा भग्नावशेषमुनि थुनिनुभयो,trapped_debris_report,nepali_dataset.csv
2299,ne,के हामी अहिले नै निकासा गर्नुपर्छ,evacuation_guidance_query,nepali_dataset.csv
2300,ne,बाईहै,goodbye_thanks,nepali_dataset.csv
2301,ne,प्रहरी आपतकालीन नम्बर दिनुहोस्,emergency_contact_request,nepali_dataset.csv
2302,ne,मर्केको खुट्टाको लागि के गर्ने,first_aid_query,nepali_dataset.csv
2303,ne,ललितपुर नजिकको पुल भत्कियो,road_blockage_report,nepali_dataset.csv
2304,ne,मुख्य सडक बन्द छ,road_blockage_report,nepali_dataset.csv
2305,ne,हजुरआमाभग्नावशेषमुनि थुनिनुभयो,trapped_debris_report,nepali_dataset.csv
2306,ne,एम्बुलेन्सको नम्बर के हो,emergency_contact_request,nepali_dataset.csv
2307,ne,भक्तपुर मा बिजुली गएको छ,power_outage_report,nepali_dataset.csv
2308,ne,भूकम्पदेखि हजुरबुबा को फोन लाग्दैन प्लिज,family_member_missing,nepali_dataset.csv
2309,ne,म र छोरीथुनिएका छौं,trapped_debris_report,nepali_dataset.csv
2310,ne,गोर्खा मा आगो छिट्टैफैलिँदैछ,fire_incident_report,nepali_dataset.csv
2311,ne,गोर्खा जान सकिँदैन सडकबन्द छ,road_blockage_report,nepali_dataset.csv
2312,ne,छत खसेर बुबा थुनिनुभयो,trapped_debris_report,nepali_dataset.csv
2313,ne,सडकचिरा परेर जान सकिँदैन,road_blockage_report,nepali_dataset.csv
2314,ne,ललितपुर नजिकग्यास चुहावट भयो,gas_leak_report,nepali_dataset.csv
2315,ne,आमासुरक्षित हुनुहुन्छ भनेर स्थिति अपडेट गर्न चाहन्छु,family_reunification_status,nepali_dataset.csv
2316,ne,ल ठिक छ बाई छिटो,goodbye_thanks,nepali_dataset.csv
2317,ne,भूकम्पको धक्का महसुस भयो!!,earthquake_occurring_report,nepali_dataset.csv
2318,ne,गोर्खा मा बिजुलीको तार खसेको छ,power_outage_report,nepali_dataset.csv
2319,ne,पोखरा मा एम्बुलेन्स चाहियो हजुर,medical_emergency_request,nepali_dataset.csv
2320,ne,गोर्खा नजिकको पुल भत्कियो है,road_blockage_report,nepali_dataset.csv
2321,ne,हजुरआमा लाई छातीमा दुखाइ भइरहेको छ है,medical_emergency_request,nepali_dataset.csv
2322,ne,ललितपुर जान सकिँदैनसडक बन्द छ,road_blockage_report,nepali_dataset.csv
2323,ne,भूकम्पदेखि छोरी को फोन लाग्दैन प्लिज,family_member_missing,nepali_dataset.csv
2324,ne,विपद रिपोर्टिङ हटलाइन है,emergency_contact_request,nepali_dataset.csv
2325,ne,पहिरोले एकमात्रसडक बन्द भयो,road_blockage_report,nepali_dataset.csv
2326,ne,हजुरबुबा लडेरढाडमाचोट लाग्यो,injury_report,nepali_dataset.csv
2327,ne,भग्नावशेष खसेर टाउकोमा चोटलाग्यो,injury_report,nepali_dataset.csv
2328,ne,भक्तपुर मा तोकिएको सुरक्षित क्षेत्र कहाँ छ प्लिज,safe_location_query,nepali_dataset.csv
2329,ne,अहिलेको अवस्था केहो,status_check_general,nepali_dataset.csv
2330,ne,कति पराकम्प आउने अपेक्षाछ,aftershock_information_query,nepali_dataset.csv
2331,ne,धन्यवादहजुर,goodbye_thanks,nepali_dataset.csv
2332,ne,सहयोग,sos_help_request,nepali_dataset.csv
2333,ne,बुबा लाई गम्भीर चोट लागेको छ,injury_report,nepali_dataset.csv
2334,ne,परिवारको भेला हुने ठाउँ कसरी योजना बनाउने,preparedness_tips_query,nepali_dataset.csv
2335,ne,हजुरबुबाभग्नावशेषमुनि थुनिनुभयो,trapped_debris_report,nepali_dataset.csv
2336,ne,कोही छ सहयोग गर्नुहोस्,sos_help_request,nepali_dataset.csv
2337,ne,भूकम्पदेखि छोरी बेपत्ता हुनुभएको छ प्लिज,family_member_missing,nepali_dataset.csv
2338,ne,मेरो परिवारको लागि आश्रय चाहियो???,shelter_request,nepali_dataset.csv
2339,ne,भक्तपुर नजिकैकोघरमा आगो लागेको छ,fire_incident_report,nepali_dataset.csv
2340,ne,परिवार पुनर्मिलन प्रक्रियाके हो,family_reunification_status,nepali_dataset.csv
2341,ne,भूकम्पपछि हजुरबुबा लाई भेट्टाउन सकिएको छैन,family_member_missing,nepali_dataset.csv
2342,ne,ललितपुर मा बिजुलीको तार खसेकोछ,power_outage_report,nepali_dataset.csv
2343,ne,नजिकैको सुरक्षित भेला हुने ठाउँ!!,safe_location_query,nepali_dataset.csv
2344,ne,म र हजुरबुबा थुनिएका छौं???,trapped_debris_report,nepali_dataset.csv
2345,ne,मलाई मद्दत चाहियो,sos_help_request,nepali_dataset.csv
2346,ne,पराकम्पकोजानकारी दिनुहोस्,aftershock_information_query,nepali_dataset.csv
2347,ne,के छहाल,greeting,nepali_dataset.csv
2348,ne,भाँचिएको हातको लागि प्राथमिक उपचार,first_aid_query,nepali_dataset.csv
2349,ne,आमा को लागिखाद्यान्न चाहियो,food_water_request,nepali_dataset.csv
2350,ne,आमा को लागि खाद्यान्न चाहियो,food_water_request,nepali_dataset.csv
2351,ne,हाम्रो घर असुरक्षित छ आश्रय चाहियो,shelter_request,nepali_dataset.csv
2352,ne,भर्खरैभूकम्प आयो,earthquake_occurring_report,nepali_dataset.csv
2353,ne,बाल हेल्पलाइन नम्बर,emergency_contact_request,nepali_dataset.csv
2354,ne,कुन खुल्ला ठाउँ भेला हुन सुरक्षित छ,safe_location_query,nepali_dataset.csv
2355,ne,गोर्खा मा आगो छिट्टै फैलिँदैछ,fire_incident_report,nepali_dataset.csv
2356,ne,पर्खालले थिचेकोछ हल्लन सक्दिन,trapped_debris_report,nepali_dataset.csv
2357,ne,भक्तपुर नजिकको पुल भत्कियो,road_blockage_report,nepali_dataset.csv
2358,ne,पोखरा मा सम्पूर्ण भवनढल्यो,building_collapse_report,nepali_dataset.csv
2359,ne,ललितपुर नजिकैको घरमा आगो लागेको छ,fire_incident_report,nepali_dataset.csv
2360,ne,गोर्खा नजिक ग्यास चुहावट भयो,gas_leak_report,nepali_dataset.csv
2361,ne,ललितपुर मा आमा लाई खोजिरहेको छु प्लिज,family_member_missing,nepali_dataset.csv
2362,ne,आपतकालीन सामान कति पटक जाँच्ने,preparedness_tips_query,nepali_dataset.csv
2363,ne,मलाई चोट लागेको छ,injury_report,nepali_dataset.csv
2364,ne,भूकम्पपछि ग्यासको गन्ध आइरहेको छ छिटो,gas_leak_report,nepali_dataset.csv
2365,ne,भूकम्पपछिछोरी लाई भेट्टाउन सकिएको छैन,family_member_missing,nepali_dataset.csv
2366,ne,हजुरबुबा भग्नावशेषमुनि थुनिनुभयो???,trapped_debris_report,nepali_dataset.csv
2367,ne,ललितपुर मा बिजुली गएको छ है,power_outage_report,nepali_dataset.csv
2368,ne,भक्तपुरमा बिजुली गएको छ,power_outage_report,nepali_dataset.csv
