text,intent,split
भूकम्पको धक्का महसुस भयो प्लिज,earthquake_occurring_report,train
bhukampako jhatka aaile feel bhayo,earthquake_occurring_report,train
how to tret a cut wound,first_aid_query,train
म र दिदी थुनिएका छौं???,trapped_debris_report,train
bhukampa report garna mman xa mero ghar najik ma,earthquake_occurring_report,train
mero bhai lai badly innjury bhayo,injury_report,train
bachcha haru lai earthquake dril lko lagi kasari prepare garne,preparedness_tips_query,train
mero bhai lai chest am dukheko xa,medical_emergency_request,train
mero didi bhukampa pachi missing hunuhuncha,family_member_missing,train
अहिले कुन चरण पालनागर्ने,status_check_general,train
wat to do during evacuation,evacuation_guidance_query,train
बुबा लडेरढाडमा चोट लाग्यो!!,injury_report,train
पोखरा मा आगो लागेको छ है,fire_incident_report,train
earrthquake bhayo hamro area ma,earthquake_occurring_report,train
जाँच्दैछु,fallback_unclear,train
दिदी को लागि खाद्यान्न चाहियो!!,food_water_request,train
धन्यवाद बुवा,goodbye_thanks,train
builidng collapsed in Pokhara,building_collapse_report,train
wall ma thulo crack cha evacuate garne ki,building_damage_check,train
earthquake just occurred 5 minutes ago,earthquake_occurring_report,train
Kathmanndu ma ambulance patau na,medical_emergency_request,train
गोर्खानजिकैको घरमा आगो लागेको छ,fire_incident_report,train
hello there???,greeting,train
आमा र बालबालिकाका लागि आश्रय चाहियो,shelter_request,train
mero ghar ma ambulance patau na,medical_emergency_request,train
मौसम कस्तो छ प्लिज,fallback_unclear,train
tourist police ko number dinuhos,emergency_contact_request,train
massive shaking right now,earthquake_occurring_report,train
wall khaseko le mreo didi la ithichyo,trapped_debris_report,train
ललितपुर नजिकको पुलभत्कियो,road_blockage_report,train
bhukampa ko jhatka 5 minute agadi feel bhayo help,earthquake_occurring_report,train
घर बलिरहेको छ दमकलचाहियो,fire_incident_report,train
मलाई मद्दतचाहियो,sos_help_request,train
my brother is stuck under the roof now,trapped_debris_report,train
गीतगाउन सक्छौ,fallback_unclear,train
mero bhai lai chest madukheko xa,medical_emergency_request,train
अहिले हजुरआमासँग भेट भयो,family_reunification_status,train
हजुरबुबाको बेपत्ता व्यक्ति रिपोर्ट,family_member_missing,train
earthquaek in Lalitpur,earthquake_occurring_report,train
what should i do right now now,status_check_general,train
good fternoon,greeting,train
furniturelai khasnu bata kasari secure garne,preparedness_tips_query,train
need ration for my isster plz,food_water_request,train
गोर्खा माभूकम्प गयो,earthquake_occurring_report,train
जाजरकोट मा सम्पूर्ण वभन ढल्यो हजुर,building_collapse_report,train
ललितपुर मा सम्पूर्ण भवन ढल्यो,building_collapse_report,train
want to update status that my brother is safe asap,family_reunification_status,train
गोडा मर्केर हिँड्नसकिँन,injury_report,train
my sister has adeep wound,injury_report,train
ललितपुर को लागि पराकम्प चेतावनी प्लिज,aftershock_information_query,train
mero aama ko phone lagdaina bhukampa dekhi,family_member_missing,train
hlp me,sos_help_request,train
bhkuampa pachicrack aayo,building_damage_check,train
rescue chai xa ma thuniyekoxu,trapped_debris_report,train
ghar bahtkiyo hamro area ma pls,building_collapse_report,train
दिदीबेहोस हुनुभयो,medical_emergency_request,train
main road band cha,road_blockage_report,train
भूकम्पपछि सडक क्षतिग्रस्त भयो,road_blockage_report,train
हामीलाई मद्दत चाहियो,sos_help_request,train
my grandfather is injuredbadly,injury_report,train
evacuation plan for Bhaktapur,evacuation_guidance_query,train
budo budi sanga kasari evacuaet garne,evacuation_guidance_query,train
this is not related to earhtquake,fallback_unclear,train
need help,sos_help_request,train
hoow to hel psomeone who fainted,first_aid_query,train
buildign on fire near Kathmandu plz,fire_incident_report,train
myson is trpped under debris,trapped_debris_report,train
how do i know if my building is safe,building_damage_check,train
ग्यासको पाइप भाँचयिोभूकम्पमा,gas_leak_report,train
building bata evacuat egarnesteps,evacuation_guidance_query,train
mero bhai sanga abhi reunite bhayo,family_reunification_status,train
help ow,sos_help_request,train
नजिकैको अपार्टमेन्ट भत्कियो,building_collapse_report,train
cut on my leg bleeding now,injury_report,train
arko bhukampa aaunxa ki,aftershock_information_query,train
hamro ghar unsafe xa shelterc hai,shelter_request,train
mero aama safe cha vanera status update ganraman xa,family_reunification_status,train
अहँ छिटो,fallback_unclear,train
यो भूकम्पहो कि,earthquake_occurring_report,train
what should i do right now,status_check_general,train
my sister did not come home yet,family_member_missing,train
धन्यबाद है,goodbye_thanks,train
fire brigade ko contact number,emergency_contact_request,train
child helpline number,emergency_contact_request,train
cannot reach Katmhandu road is closed,road_blockage_report,train
सुरक्षित ूरपमा कसरी निकासा गर्ने???,evacuation_guidance_query,train
भूकम्प ५ मिनेट अगाडि आएको हो,earthquake_occurring_report,train
के रपाकम्प आउने छ,aftershock_information_query,train
help chainchama darai xu,sos_help_request,train
mero buw lai safey locate garya,family_reunification_status,train
tpai kati umer ko hunuhuncha,fallback_unclear,train
temporary shelter kaha paunxa,shelter_request,train
यो घरमा बस्न सुरक्षित छ कि छैन ैह,building_damage_check,train
टाउकोबाट रगत बगिरहेको छ प्लिज,injury_report,train
hep,sos_help_request,train
landsllide blocking the only road out,road_blockage_report,train
hijo dekhi khana xaaina,food_water_request,train
नमस्ते बहिनी!!,greeting,train
५ मिनेट अगाडि भूकम्प आयो,earthquake_occurring_report,train
थाहा ैछन हजुर,fallback_unclear,train
best practices for earthquake preparedness at home,preparedness_tips_query,train
"trapped, lpease send rescue",trapped_debris_report,train
पराकम्पपछि घरभित्र सुत्न सुरक्षित छ कि,aftershock_information_query,train
पोखरा मा जोडदार धक्का महसुस भयो,earthquake_occurring_report,train
धनय्बाद है,goodbye_thanks,train
thanku sir ali help bhayo,goodbye_thanks,train
bye take acre,goodbye_thanks,train
mausam kasto ccha,fallback_unclear,train
hllo there,greeting,train
काठमाडौं मा बिजुलीको तार खसेको छ,power_outage_report,train
ankle sprain bhayohidna sakina,injury_report,train
cpr kaari garne,first_aid_query,train
अनि!!,fallback_unclear,train
tarpped under rubble,trapped_debris_report,train
myson is trapped under debris,trapped_debris_report,train
furniture lai khasnubata kasari secure garne,preparedness_tips_query,train
mero mama snaga contact tutyo,family_member_missing,train
should i r-enter the building,building_damage_check,train
road blocked by landslide near Lalitpur asap,road_blockage_report,train
bhukampa pachik garne,status_check_general,train
ok thnks bye is ma jaanchhu,goodbye_thanks,train
saaf khane pani urgent chai!!!,food_water_request,train
aag ochittai failira xa school najik ma,fire_incident_report,train
cannotr each Lalitpur road is clsoed,road_blockage_report,train
cpr stepps please,first_aid_query,train
good aftenroon,greeting,train
budo budi sanga kasari evacuate ganre,evacuation_guidance_query,train
jhatka mahsus bhay o5 minute agadi,earthquake_occurring_report,train
roof caved in during the quake,building_collapse_report,train
घरमा भूकम्प तयारीको उत्तम अभ्यास के हो प्लिज,preparedness_tips_query,train
mero saathi debris muni thuniyo help,trapped_debris_report,train
बुबा लाई छातीमा दुखाइ भइरहेको छ,medical_emergency_request,train
cannot find my brrother after the quake,family_member_missing,train
where is the designted safe zonein Pokhara,safe_location_query,train
bhukmpagayo Pokhara ma,earthquake_occurring_report,train
ghar bhatkiyo hamro area ma pls,building_collapse_report,train
भूकम्पदेखि हजुरबुबा बेपत्ता हुनुभएकोछ,family_member_missing,train
shoul we evacuate now,evacuation_guidance_query,train
खुट्टामा घाउ भएर रगतब गिरहेको छ???,injury_report,train
भूकम्पदेखि बुबा कोफोन लाग्दैन,family_member_missing,train
my brother has been located safely hepl,family_reunification_status,train
दाजु को लागिखाद्यान्न चाहियो,food_water_request,train
पोखरा मा एम्बुलेन्स चाहियो हजुर,medical_emergency_request,train
mero didi lai safely locat egarya,family_reunification_status,train
bleedng from head,injury_report,train
bhukampa gayo Pokhraa ma,earthquake_occurring_report,train
दिदी भग्नावशेषमुनि थुनिनुभयो हजुर,trapped_debris_report,train
ahile k agrne ma,status_check_general,train
बाईहै,goodbye_thanks,train
घाउभएको ठाउँमा कसरी उपचार गर्ने,first_aid_query,train
पहिरोले एकमातर् सडक बन्द भयो,road_blockage_report,train
my mother is trapped under dbris,trapped_debris_report,train
नमस्तेबुवा,greeting,train
धेरैरगत बगिरहेको छ मेडिक चाहियो,medical_emergency_request,train
यो घरमा बस्न सुरक्षित छ कि छैन हजुर,building_damage_check,train
cannot fin my brother after the quake,family_member_missing,train
mero sathi lai badly injury bhayo,injury_report,train
evacuation koroute k ho,evacuation_guidance_query,train
need foodsupplies for family,food_water_request,train
hello j isanchai hunuhunccha,greeting,train
found my brothe rat the relief camp,family_reunification_status,train
mero aama debris muni thuniyo urgent pls,trapped_debris_report,train
ुशभसाँझ,greeting,train
म सुरक्षाको लागि कहाँ जानुपर्छ,safe_location_query,train
आमा लाई एम्बुलेन्स चाहियो छिटो???,medical_emergency_request,train
ok bye ta dhanyabad,goodbye_thanks,train
jhatka mahsu sbhayo 5 minute agadi,earthquake_occurring_report,train
छोरा अझै घर आउनुभएको छैन!!,family_member_missing,train
nmaste now,greeting,train
एकदम धन्यवाद,goodbye_thanks,train
सहयोगचाहियो,sos_help_request,train
my mother collapsed aand not waking up,medical_emergency_request,train
yo ghar ma basna afe cha ki xaina,building_damage_check,train
mymother is missing since the earthquake,family_member_missing,train
mero aamma lai safely locate garya,family_reunification_status,train
ok thakns bye,goodbye_thanks,train
yha ma safe zone kaha cha now,safe_location_query,train
strong ttremor felt just now,earthquake_occurring_report,train
please someone help,sos_help_request,train
do we need to evcuateimmediately,evacuation_guidance_query,train
my sister di dnot come home yet,family_member_missing,train
need clean drinking waetr urgently,food_water_request,train
अहिले नै मद्दत चाहियो,sos_help_request,train
भान्सामा ग्यासधेरै चुहिँदैछ,gas_leak_report,train
building collapsed in Kathandu,building_collapse_report,train
pura building dhalyo hamro area ma,building_collapse_report,train
म र दिदी थुनिएका छौं,trapped_debris_report,train
wall khaseko le mero aama lai thichyo!!!,trapped_debris_report,train
Kthmandu najik gas leak bhayo,gas_leak_report,train
mero didi safe cha vanera status update garna man xa!!!,family_reunification_status,train
police emergency number dinu hhos,emergency_contact_request,train
हजुरबुबा लाईएम्बुलेन्स चाहिोय छिटो,medical_emergency_request,train
emergency contact number haru ko list,emergency_contact_request,train
भूकम्पपछि आमा लाईभेट्टाउन सकिएको छैन,family_member_missing,train
malai nikalnu hos thuniyeko xu,trapped_debris_report,train
bhukampagayoP okhara ma,earthquake_occurring_report,train
गोर्खा मा जोडदार धक्का महसुस भयो हजुर,earthquake_occurring_report,train
मेरो घरमा चिरा परेकोछ सुरक्षित छ कि छैन,building_damage_check,train
strongtremor bhukmpa jasto,earthquake_occurring_report,train
should i re-enter the building,building_damage_check,train
my mother is injured badly,injury_report,train
no powerfor two dys now,power_outage_report,train
my house hs cracks is it safe,building_damage_check,train
displaced need a plaec to stay,shelter_request,train
relief camp ma mero aama bhetiyo,family_reunification_status,train
building bata evacuate garne steps,evacuation_guidance_query,train
गोर्खा मा तोकिएको सुरक्षित क्षेत्र कहाँ छ,safe_location_query,train
kitchen caught fire during quake,fire_incident_report,train
building ma fire xa hamro area najik???,fire_incident_report,train
ahile k action linu aprxa,status_check_general,train
नजिकैको सुरक्षित ठाउँक हाँ छ हजुर,safe_location_query,train
found mmy mother t the relief camp,family_reunification_status,train
kitchen gas leaking badly,gas_leak_report,train
दाजु लाई सुरक्षित फेलापरेको छ,family_reunification_status,train
कोही सास फेर्न सकिरहेक ोछैन हजुर,medical_emergency_request,train
my mother is stukcunder the roof,trapped_debris_report,train
ललितपुरजान सकिँदैन सडक बन्द छ,road_blockage_report,train
my fthe fell and hurt back,injury_report,train
mero ghar ma cracka ayo saf echa ki,building_damage_check,train
tell me what to do immediately,status_check_general,train
power outage chaKathmandu ma,power_outage_report,train
k oh yo bot,fallback_unclear,train
hamro area ma bijuil katti bhayo,power_outage_report,train
haat ma minor chot xa now,injury_report,train
नजिकैको सुरक्षित ठाउँ कहाँ छ है,safe_location_query,train
नमस्ते बुवा,greeting,train
दमकलको सम्पर्क नम्बर,emergency_contact_request,train
trppe dunder rubble,trapped_debris_report,train
जोक भन,fallback_unclear,train
मेरो घरलाई भूकम्प प्रतिरोधी कसरी बनाउने,preparedness_tips_query,train
छत खसेर दिदी थुनिनुभयो,trapped_debris_report,train
भूकम्पको बेला खुट्टामा चोट लाग्यो,injury_report,train
हजुरबुबा लडेरढाडमा चोट लाग्यो,injury_report,train
म र हजरुआमा थुनिएकाछौं,trapped_debris_report,train
give me next steps please,status_check_general,train
धन्यवाद हजुर है,goodbye_thanks,train
buildig bata bahira niskane safest tarika,evacuation_guidance_query,train
हजुरआमा लडेरढाडमा चोट लाग्यो,injury_report,train
how to evacuate with lederly people,evacuation_guidance_query,train
heplp,sos_help_request,train
evacuation ko route kh o,evacuation_guidance_query,train
where is the designted safe zone in Lalitpur???,safe_location_query,train
k garne vanera guide garnu hos,status_check_general,train
our house collapsed completelly,building_collapse_report,train
ph me,sos_help_request,train
gana gauna saknu huncha,fallback_unclear,train
पोखरामा बिजुली गएोक छ,power_outage_report,train
एस ओएस,sos_help_request,train
wnt to update status that my brother is safe asap,family_reunification_status,train
temporr yshelter kaha paunxa,shelter_request,train
उद्धारका लागि नजिैकको खुल्ला ठाउँ हजुर,safe_location_query,train
ललितपुर को लागि निकासा योजना हजुर,evacuation_guidance_query,train
where is the designated safe zone in Lalitpur,safe_location_query,train
dherai raaat bagira xa medic chai xa,medical_emergency_request,train
भक्तपुर नजिक ग्यास चुहावट भयो???,gas_leak_report,train
pura buliding dhalyo hamro area ma,building_collapse_report,train
भक्तपुर मा बिजुली गएकोछ,power_outage_report,train
"dhanyabad, that hepeda  lot",goodbye_thanks,train
there is a fire in Gorkha,fire_incident_report,train
reunitedwith my mother now,family_reunification_status,train
hat bhachiyo help chai???,injury_report,train
kitchencaught fire during quake,fire_incident_report,train
where is the nearestrelief camp,shelter_request,train
evacuation k route k ho,evacuation_guidance_query,train
sas phherna sakeko xaina koi,medical_emergency_request,train
earthquake go bag kasari prepare garne asap,preparedness_tips_query,train
tanks,goodbye_thanks,train
जाजरकोट मा घरभत्कियो,building_collapse_report,train
mero bwu sanga abhi reunite bhayo,family_reunification_status,train
hi malai chahhiyo help,greeting,train
bhachiyko haat ko first aid k ho,first_aid_query,train
यति नै हो धन्यवाद,goodbye_thanks,train
mucha ppreciated,goodbye_thanks,train
पोखरा मा एम्बुलेन्स चाहियो,medical_emergency_request,train
mero bhi lai badly injury bhayo plz,injury_report,train
पर्खालले थिचेको छ हल्लन सक्दिन,trapped_debris_report,train
h,greeting,train
भक्तपुर जान सकिँदैन सडक बन्दछ  प्लिज,road_blockage_report,train
mero bhi lai deep woound xa,injury_report,train
buildig bata bahira nsikane safest tarika,evacuation_guidance_query,train
kitchen ma aago lagyo bhukammpa ko bela,fire_incident_report,train
ग्यास चुहावट भयो सल्लाह दिनुहोस् छिटो,gas_leak_report,train
building collapsed in Bhaktapur,building_collapse_report,train
school area ma ambulance patau na,medical_emergency_request,train
yaha ma safe zon ekaha cha,safe_location_query,train
दाजु लाई एम्बुलेन्स चाहियो छिटो???,medical_emergency_request,train
mero family ra kids ko lagi sehlter chai,shelter_request,train
hamroo area ma power line khaseko cha,power_outage_report,train
any reliefc amp nearby,shelter_request,train
please someone heelp,sos_help_request,train
राहत शिविरमाबुबा भेटिोय,family_reunification_status,train
कति पराक्मप आउने अपेक्षाछ,aftershock_information_query,train
tourist poilce number please,emergency_contact_request,train
medical emergency please help,medical_emergency_request,train
ललितपुर मा सम्पूर्ण भवन ढल्यो हजुर,building_collapse_report,train
hleo,greeting,train
यो घरमा बस्न सुरक्षित छ कि छैन,building_damage_check,train
भर्खरै भूकम्प आयो!!,earthquake_occurring_report,train
gas leak bhayo ghar ma???,gas_leak_report,train
पोलेको ठाउँको लागि प्राथमिक उपचार है,first_aid_query,train
bhukampa pachi mero didi lai bhettauna sakina,family_member_missing,train
malai nikalnu hos thuniyeko xu pls,trapped_debris_report,train
mero aama safe cha vanera status update garna man xa,family_reunification_status,train
म र हजुरआमा थुनिएकाछौं,trapped_debris_report,train
behosh bhako manxe laikasari help garne,first_aid_query,train
mero didi pinned under debris malai help chhai,trapped_debris_report,train
wall khaseko le mero didi la thichyo,trapped_debris_report,train
evcuation ko instrcutions dinu hos,evacuation_guidance_query,train
hello dai malai kehi sodhnu thiyo,greeting,train
ahile k action ilnu parxa,status_check_general,train
wall khaseo le mero buwa lai thichyo,trapped_debris_report,train
need tents fro the night,shelter_request,train
हजुरआमा सँग सम्पर्क टुटेको छ???,family_member_missing,train
fire spreading fast in Gorkha,fire_incident_report,train
बालबालिकालाई भकूम्प अभ्यासको लागि कसरी तयार पार्ने छिटो,preparedness_tips_query,train
have not heard from my mother since morning,family_member_missing,train
bridge collapsed near Jajarkot,road_blockage_report,train
my dauughter is stuck under the roof,trapped_debris_report,train
national emregency operation center number,emergency_contact_request,train
mlai bahcau please,sos_help_request,train
where is the designated safe zone in Kathmandu!!!,safe_location_query,train
छत खसेर हजुरआमा थुनिनुभयो हजुर,trapped_debris_report,train
best practices for earthquake preparednessat home,preparedness_tips_query,train
मदद्तगर है,sos_help_request,train
घर पूर्ण रूपमा भत्कियो,building_collapse_report,train
should i re-enter the uilding,building_damage_check,train
tell me a oke,fallback_unclear,train
mero mama ko phonel agdaina bhukampa dekhi,family_member_missing,train
namaste now,greeting,train
we just felt an earthquake in Bhaktapur,earthquake_occurring_report,train
2 din dekhi bijuli xaina pls,power_outage_report,train
no electricity since the earthquake,power_outage_report,train
malai kahajana safe huncha,safe_location_query,train
आमा बेहोसहुनुभयो,medical_emergency_request,train
hmro area ma safe zone kaha cha pls,safe_location_query,train
dherai raagat bagira xa meic chai xa,medical_emergency_request,train
bleeding from had,injury_report,train
ghr ekdam hallyo earthquake hoki k ho,earthquake_occurring_report,train
धन्यबादहै,goodbye_thanks,train
thank sbro ekdamramro jankari,goodbye_thanks,train
earthquake gob ag kasari prepare garne,preparedness_tips_query,train
no clean water available here,food_water_request,train
pura building dhalyo Kathmandu ma,building_collapse_report,train
strong gas smell ni the building,gas_leak_report,train
hile ko situation k ho,status_check_general,train
आमा लाई गम्भीर चोट लागेको छ हजुर,injury_report,train
दाजु सुरक्षित हुनुहुन् छभनेर स्थिति अपडेट गर्न चाहन्छु है,family_reunification_status,train
hami kahashelter linna sakxam safely,safe_location_query,train
ठिकै  छछोड्नुहोस् प्लिज,goodbye_thanks,train
mero saathi lai badly injuryb hayo,injury_report,train
जाजरकोट माआगो लाेगको छ,fire_incident_report,train
mero buwalai chest ma dukheko xa,medical_emergency_request,train
first id for burns,first_aid_query,train
भूकम्प भर्खरै आएको हो!!,earthquake_occurring_report,train
school buildingpartially collapsed,building_collapse_report,train
safe place kaha xa near Lalitpur,safe_location_query,train
ahile ko situation k ho,status_check_general,train
gaun jana skidaina orad band cha,road_blockage_report,train
इँटा खसेर लाग्यो!!,injury_report,train
अहिले कुन चरण पालना गर्ने???,status_check_general,train
aago chittai failira xa school najik ma,fire_incident_report,train
need help pls,sos_help_request,train
can you sing a song now,fallback_unclear,train
gas leak near Gorkha,gas_leak_report,train
पोखरा मातोकिएको सुरक्षित क्षेत्र कहाँ छ,safe_location_query,train
thanks that's all,goodbye_thanks,train
i ned elp,sos_help_request,train
need ration for myb rother,food_water_request,train
haat bhachiyo help chai???,injury_report,train
safe place kaha a near Gorkha,safe_location_query,train
पर्खालमा चिरा देखिएको छ,building_damage_check,train
जोडदार भूकम्प आयो,earthquake_occurring_report,train
ग्यास चुल्होले आगो लाग्यो,fire_incident_report,train
पोखरा नजिक पहिरोले सडक बन्द भयो छिटो,road_blockage_report,train
namaset ma euta prashna sodhna chahanchu,greeting,train
sos malai helpchai,sos_help_request,train
mero ghar ma help chai xa,sos_help_request,train
अनि!!,fallback_unclear,train
road ma crack bhayo jana sakidaina,road_blockage_report,train
koi cha helpgarne,sos_help_request,train
राहत शिविरमा दाजु भेटियो,family_reunification_status,train
lndslide blocking the only rooad out,road_blockage_report,train
cannot reach Jajarkot roaids closed,road_blockage_report,train
next steps k ho bhannu hos,status_check_general,train
how to stop bleeding,first_aid_query,train
so ssos heelp,sos_help_request,train
पोखरा मातोकिएको सुरक्षित क्षेत्र कहाँ छ,safe_location_query,train
hllo di k cha khabar,greeting,train
bhachhiyeko haat ko first aid k ho,first_aid_query,train
my grandfather did not come home yet,family_member_missing,train
wall khaseko le mero saathi lai thichyo help,trapped_debris_report,train
good veening,greeting,train
उद्धार टोली चाहियो थुनिएको छु हजुर,trapped_debris_report,train
मेरो परिवराको लागि आश्रय चाहियो???,shelter_request,train
trapped xu ghar bhatkeko debris muni,trapped_debris_report,train
is this na earthquake,earthquake_occurring_report,train
aftershock kati strong huncha help,aftershock_information_query,train
shelter needed for my sister and kids now,shelter_request,train
safe place kaha xa near Gorkha,safe_location_query,train
merobuwa debris muni thuniyo,trapped_debris_report,train
ग्यास चुहियो छिोट,gas_leak_report,train
फेरिभेटौंला,goodbye_thanks,train
need ambulace at Lalitpur,medical_emergency_request,train
केहो यो,fallback_unclear,train
जाजरकोट मा बिजुली गएकोछ,power_outage_report,train
pleaseresceu me malai help chai,sos_help_request,train
ghar upra bhatkiyo???,building_collapse_report,train
परिवारको लागि खाद्य सामग्रीचाहियो,food_water_request,train
राष्ट्रिय आपतकालीन कार्य केन्द्रको नम्बर है,emergency_contact_request,train
my daughter is trapped under debris,trapped_debris_report,train
Kathmandu kolagia ftershock warning,aftershock_information_query,train
is it safe to sleep indoors after aftershocks,aftershock_information_query,train
earthquake agadi k k ready rakhne urgent pls,preparedness_tips_query,train
मेरोपरिवारको लागि आश्रय चाहियो,shelter_request,train
पोखरा मा भूकम्प गयो,earthquake_occurring_report,train
bhukampa pachi mero mama lai bhettaunasakina,family_member_missing,train
गोर्खा को लागि पराकम्प चेातवनी,aftershock_information_query,train
water supply ct off need water,food_water_request,train
हजुरबुबा भग्नावशेषमुनि थुनिनुभयो???,trapped_debris_report,train
how strong will aftershocks be!!!,aftershock_information_query,train
severe bleedingneed medic,medical_emergency_request,train
tentcamp location needed,shelter_request,train
my father having chestpain,medical_emergency_request,train
my father ismissnig since the earthquake,family_member_missing,train
my grandfather is unconscious,medical_emergency_request,train
mero aama unconscious bhayo,medical_emergency_request,train
my mother is trpped under debris,trapped_debris_report,train
mero buwa lai mbulance chai urgent,medical_emergency_request,train
ललितपुर को लागि पराकम्प चेतावनी,aftershock_information_query,train
cprkasari garne,first_aid_query,train
pani ko suply band bhayo pani chai,food_water_request,train
aftershock kati strong huncha,aftershock_information_query,train
हजुरआमा ँसग सम्पर्क टुटेको छ,family_member_missing,train
what should i do righ now,status_check_general,train
head injurybhayo debris khaseko le,injury_report,train
nede ration for my father,food_water_request,train
ललितपुर को लागि निकासा योजना प्लिज,evacuation_guidance_query,train
mero buwa lai badly injury bayo,injury_report,train
bhukmpa gayo mero ghar njaik ma,earthquake_occurring_report,train
amulance ko number k ho,emergency_contact_request,train
abhi ghar bhitra jana milxa ki,building_damage_check,train
हजुरबुबा लाई गम्भीरचोट लागेको छ,injury_report,train
lost ocntact with my brother help,family_member_missing,train
cnnot fin my brother after the quake,family_member_missing,train
safe place kaha xa near Jajarkot,safe_location_query,train
apprecciate it,goodbye_thanks,train
bridge collapsed near Lalitpur,road_blockage_report,train
भूकम्पदेखि छोरी को फोन लाग्दैन!!,family_member_missing,train
khnara pani sakiyo,food_water_request,train
"can't move, trapepd under concrete",trapped_debris_report,train
bbay formula ra pani chai,food_water_request,train
building collapsed in Pokhara,building_collapse_report,train
ago chittai failira xa hamro area ma,fire_incident_report,train
काठमाडौं मा आगो छिट्टै फैलिँदैछ,fire_incident_report,train
परिवारको भेला हुने ठाउँ कसरी योनजाबनाउने,preparedness_tips_query,train
my sonn is trapped under debris,trapped_debris_report,train
गोर्खा नजिक ग्यासच ुहावट भयो!!,gas_leak_report,train
Kathmandu anjikk gas leak bhayo,gas_leak_report,train
दिदी लडेरढाडमाचोट लाग्यो,injury_report,train
यो भूकम्प हो कि हजुर,earthquake_occurring_report,train
आपतकालीन किटमा के के हुनुपर्छ छिटो,preparedness_tips_query,train
hmro area ko lagi aftershock warning!!!,aftershock_information_query,train
my grandmother is unconscious,medical_emergency_request,train
आमालाई एम्बुलेन्स चाहियो छिटो,medical_emergency_request,train
furniturelai khasnu bata kasar isecure garne,preparedness_tips_query,train
what is the current situation pls,status_check_general,train
relief camp mma mero buwa bhetiyo,family_reunification_status,train
cannot find my brother after the quake,family_member_missing,train
eveything is hsaking,earthquake_occurring_report,train
shelter needed for my sister and kids,shelter_request,train
myson is trapped under debris,trapped_debris_report,train
ahile ko istuation kk ho,status_check_general,train
aago lagyo bhukampa pachi,fire_incident_report,train
merobuwa lai badly injury bhayo,injury_report,train
बुबा लाई एम्बुलेन्स चाहियो छिटो,medical_emergency_request,train
धेरै धन्यवाद,goodbye_thanks,train
cannot move stuck under concrete malai???,trapped_debris_report,train
hamro area ma bijuli katti bhayo,power_outage_report,train
purabuilding dhalyo gaun ma,building_collapse_report,train
जाजरकोट माआगो लागेको छ,fire_incident_report,train
ghr ekdamm hallyo earthquake ho ki k ho,earthquake_occurring_report,train
mero saathi bhukampa pachi missing hunuhuncha plz,family_member_missing,train
भूकम्प भर्खरै आएको ह!ो!,earthquake_occurring_report,train
hmro ghar najik gas leakbhayo,gas_leak_report,train
जाजरकोट जानसकिँदैन सडक बन्द छ,road_blockage_report,train
gas leak bhyo,gas_leak_report,train
भूकम्पपछि के गर्ने है,status_check_general,train
aagoc hittai failira xa hamro area ma pls,fire_incident_report,train
my sistr did not come home yet,family_member_missing,train
earthquake preparedness tips please,preparedness_tips_query,train
धन्यवा दबहिनी छिटो,goodbye_thanks,train
गोर्खा माघ र भत्कियो!!,building_collapse_report,train
दिदी को लागि खाद्यान्न चाहियो,food_water_request,train
hamro area ma fir lagyo,fire_incident_report,train
emergency helpneeded,sos_help_request,train
searchingfor my brother in Lalitpur,family_member_missing,train
hlllo,greeting,train
मलाई तुरुन्तै के गर्ने भनेर भन्नुहोस् हजुर,status_check_general,train
shelter chaincha mero family ko lagi,shelter_request,train
जकोभन,fallback_unclear,train
lost contact with m ymother,family_member_missing,train
hurt my leg during earthquake asap,injury_report,train
where is the designated safe zone in Jajarkot,safe_location_query,train
earthquake go bag kasari prepare garne urgent pls,preparedness_tips_query,train
गोडा मर्केर हिँड्न सकिँन!!,injury_report,train
abhi ghar bhitar jana milxa ki,building_damage_check,train
found my grandfather at the rlief camp,family_reunification_status,train
दाजु भग्नावशेषमुनि थुनिनुभयो???,trapped_debris_report,train
bhukmpa ko jhatka aaile feel bhayo,earthquake_occurring_report,train
sos malai help chai,sos_help_request,train
evacuation ko lagi khulla thau kaha cha!!!,safe_location_query,train
hamro ghar najiikg as leak bhayo,gas_leak_report,train
khnaa ra pani sakiyo,food_water_request,train
ghar hallyo bhukamp ajasto,earthquake_occurring_report,train
found my fther at the relief camp pls,family_reunification_status,train
बुबा भग्नावशेषमुनि थुनिनुभयो,trapped_debris_report,train
ललितपुर मा दिदी लाई खोजिरहेको छु!!,family_member_missing,train
bihana dekhi mero aama bata khabar aina,family_member_missing,train
hii k hel pgarna saknu hunxa,greeting,train
my gradfather collapsed and not waking up,medical_emergency_request,train
what todo for a sprained ankle,first_aid_query,train
sfae place near me,safe_location_query,train
भक्तपुर माआगो िछट्टै फैलिँदैछ,fire_incident_report,train
पोखरामा आगो छिट्टै फैलिँदैछ,fire_incident_report,train
power outage in Kathmandu,power_outage_report,train
mero ghar lai earthquake safe kasari banaune pls,preparedness_tips_query,train
tourist police ko number dinu ohs,emergency_contact_request,train
process to report a family memberfound,family_reunification_status,train
मेरो घरलाई भूकम्प प्रतिरोधी कसरीबनाउने,preparedness_tips_query,train
medical emergency please help!!!,medical_emergency_request,train
गोर्खा मा घर भत्कियो!!,building_collapse_report,train
