text,intent,split
जाजरकोटमा बिजुली गएको छ,power_outage_report,train
the house is shaking badly pls,earthquake_occurring_report,train
power outage cha hamro area ma,power_outage_report,train
safe place kaha xa near Bhaktapur plz,safe_location_query,train
ल ठिक छ धन्यवाद,goodbye_thanks,validation
khana ra pan sakiyo,food_water_request,train
थाहा छैन,fallback_unclear,train
how to prepare an earthquake go bag,preparedness_tips_query,validation
mero bhai bhukampa pachi missing hunuhuncha now,family_member_missing,train
how many aftershocks re expected,aftershock_information_query,train
power outage in Bhaktapur,power_outage_report,train
बिजुली कहिले आउँछ है,power_outage_report,train
fire alertnear market,fire_incident_report,train
संरचना भत्कियो मानिसहरू भित्रै हुन सक्छन्???,building_collapse_report,train
searching for my grandfather inLalitpur,family_member_missing,train
god evening,greeting,validation
mero didi lai safely locat egarya,family_reunification_status,train
काठमाडौं को लागि निकासा योजना छिटो,evacuation_guidance_query,train
कोही छ सहयोग गर्नुहोस्,sos_help_request,validation
helol sir,greeting,train
my brother collapsed and not waking up pls,medical_emergency_request,validation
mero aama sanga abhi reunite bhayo,family_reunification_status,train
shoul we evacuate now,evacuation_guidance_query,train
first aid forburns,first_aid_query,train
म र हजुरआमा थुनिएका छौं,trapped_debris_report,train
नमस्कार,greeting,train
hamro raea najik ko pul bhatkiyo,road_blockage_report,train
what steps should i follow now asap,status_check_general,train
evacuation ko route k ho asap,evacuation_guidance_query,validation
rescue chai xa ma thuniyeko xu,trapped_debris_report,train
yo ghar ma basna safe cha ki xaina now,building_damage_check,train
worried about gas leak in aapartment,gas_leak_report,train
my grandmother is injure badly,injury_report,train
kitchen caught fire during quake,fire_incident_report,train
building on fire near Jajarkot asap,fire_incident_report,train
road block bhayo landslide le Kathmandu najik???,road_blockage_report,train
wherecan we get temporary shelter,shelter_request,validation
केम अहिले घरभित्र फर्कन सक्छु,building_damage_check,validation
wall khaseko le mero saathi lai thichyo,trapped_debris_report,train
gas leak nar Gorkha,gas_leak_report,train
pura building dhalyo gaun ma asap,building_collapse_report,validation
electricity is out across the neighborhood urgent pls,power_outage_report,train
भूकम्पदेखि बुबा को फोनलाग्दैन,family_member_missing,train
mero bhai bhukampa pachi missin ghunuhuncha,family_member_missing,validation
i dont know what to do,status_check_general,validation
साथी नमस्ते???,greeting,validation
earthquake in Bhaktpaur,earthquake_occurring_report,train
फेरि भेटौंला,goodbye_thanks,train
पानीको आपूर्ति बन्द भयो पानी चाहियो हजुर,food_water_request,train
malai nkialnu hos thuniyeko xu,trapped_debris_report,train
reunited with my brother now,family_reunification_status,train
bhetieko family member lai kasari register arne,family_reunification_status,validation
pani ko suply band bhayo pani chai,food_water_request,train
अर्को चरणहरू भन्नुहोस्,status_check_general,train
trapped in thecollapsed house,trapped_debris_report,validation
help e,sos_help_request,train
want to update status that my brother is safe asap,family_reunification_status,train
my sister is unconscious,medical_emergency_request,train
यहाँ सफा पानी उपलब्ध छैन छिटो,food_water_request,validation
के छ त!!,greeting,train
taauko bata raagat bagira xa,injury_report,train
wht can you do,fallback_unclear,train
k oh yo bot,fallback_unclear,train
ठिकैछ छोड्नुहोस्,goodbye_thanks,train
najik ko relief camp kaha cha,shelter_request,train
power lines dow nin Pokhara,power_outage_report,train
pura building dhalyo hamro area ma,building_collapse_report,train
bhukampa gayomero ghar najik ma,earthquake_occurring_report,train
my grandmotheris unconscious,medical_emergency_request,train
hmmm,fallback_unclear,train
strong tremor bhukampa jasto???,earthquake_occurring_report,train
what can you do,fallback_unclear,train
cut on my leg bleeding,injury_report,train
building on fire near Kathmandu plz,fire_incident_report,train
aftershock kati samma rahanxa help,aftershock_information_query,train
जाजरकोट मा सम्पूर्ण भवन ढल्यो,building_collapse_report,validation
भूकम्पपछि चिरा देखा पर्यो!!,building_damage_check,train
road blockbhayo landslide le gaun najik,road_blockage_report,validation
दाजु लडेरढाडमा चोटलाग्यो,injury_report,train
my mother has adeep wound,injury_report,train
wall khasekoo le mero didi lai thichyo,trapped_debris_report,validation
hostel ma ambulance patau na,medical_emergency_request,train
धेरै धन्यवाद,goodbye_thanks,train
ललितपुर मा बिजुली गएको छ,power_outage_report,validation
ghau ma bandage ksaari garne,first_aid_query,train
bhukampa pachi mero bhai lai bhttauna sakina,family_member_missing,train
dhanyabad that helped a lot,goodbye_thanks,validation
mero buwa lai safely locate garya,family_reunification_status,train
gas leak near Pokhara,gas_leak_report,train
कुन खुल्ला ठाउँ भेला हुन सुरक्षित छ,safe_location_query,train
electricity is out across the neighborhood,power_outage_report,validation
thank you so much for helping,goodbye_thanks,train
घरमा ग्यास चुहावट भयो,gas_leak_report,train
ghar bhatkiyo hamro area ma???,building_collapse_report,train
neaest safe assembly point,safe_location_query,train
mero ghar ma crack aayo safe cha ki,building_damage_check,validation
ललितपुर नजिक ग्यास चुहावट भयो,gas_leak_report,train
need food supplies for family,food_water_request,train
अहँ!!,fallback_unclear,train
mero ghar ma help chai xa help,sos_help_request,train
aago chittai faiira xa bazaar ma,fire_incident_report,validation
बाल हेल्पलाइननम्बर,emergency_contact_request,train
just testing123,fallback_unclear,train
building safe cha kikasari thaha pauney,building_damage_check,train
school buildingpartially collapsed,building_collapse_report,train
thanks a lot bahi,goodbye_thanks,train
आमा लाई सुरक्षित फेला परेको छ है,family_reunification_status,train
found my father at the relief camp,family_reunification_status,train
अहिले हजुरबुबा सँग भेट भयो है,family_reunification_status,train
highway blocked deu to debris,road_blockage_report,train
छत खसेर दिदी थुनिनुभयो हजुर,trapped_debris_report,validation
fire brigade contact unmber,emergency_contact_request,validation
भूकम्पको लागि गो-ब्याग कसरी तयार पार्ने प्लिज,preparedness_tips_query,train
hamro ghar puar bhatkiyo,building_collapse_report,train
hami kaha shelter linna sakxam safely,safe_location_query,validation
my brother has been located safely help,family_reunification_status,train
building collapsed in Jajarkot,building_collapse_report,train
हाम्रो घर असुरक्षित छ आश्रयचाहियो,shelter_request,validation
electricity cut off in our area asap,power_outage_report,train
hamro area ma safe zone kaha cha,safe_location_query,train
बचाउनुहोस्,sos_help_request,train
earthquake hit Gorkha 5 minutes ago help,earthquake_occurring_report,train
काठमाडौं नजिक ग्यास चुहावटभयो,gas_leak_report,train
we just felt an earthquake in GGorkha,earthquake_occurring_report,train
kitchen gas leaking badly,gas_leak_report,train
red cross ko helpline number,emergency_contact_request,train
road ma crack bhayo jana sakidaina asap,road_blockage_report,train
मेरोपरिवारको सदस्य सुरक्षित भेटियो,family_reunification_status,train
earthquake go bag kasari prepare garne urgent pls,preparedness_tips_query,validation
how many fatershocks are expected,aftershock_information_query,train
mero aama buwa ra kids ko lagi shelteer chai,shelter_request,validation
घर बलिरहेको छ दमकल चाहियो,fire_incident_report,train
hmai kaha shelter linna sakxam safely,safe_location_query,train
mero didi bhukampa pachi missing hunuhuncha,family_member_missing,validation
want to update stats that my grandmother is safe,family_reunification_status,train
cannot reeach Lalitpur road is closed,road_blockage_report,train
my grandmother is injured badly,injury_report,train
नमस्कार छिटो,greeting,train
hey app,greeting,train
bhukampa pachi merosaathi lai bhettauna sakina,family_member_missing,validation
mero bhaisafe cha vanera status update garna man xa,family_reunification_status,train
power linesdown in Kathmandu,power_outage_report,train
भूकम्पआयो,earthquake_occurring_report,train
ललितपुर मा बिजुलीको तार खसेको छ,power_outage_report,train
विपद रिपोर्टिङ हटलाइन है,emergency_contact_request,train
my sisteris unconscious,medical_emergency_request,train
how to secure furniture from falling,preparedness_tips_query,train
wall khaseko le mero bhai lai thichyo now,trapped_debris_report,validation
my mother is trappe under debris,trapped_debris_report,train
पराकम्पको जानकारी दिनुहोस्,aftershock_information_query,train
reunited with my grandmothernow,family_reunification_status,train
my sister having chest pain urgent pls,medical_emergency_request,train
भूकम्पपछि हजुरबुबा लाई भेट्टाउन सकिएको छैन,family_member_missing,train
help!!,sos_help_request,train
ललितपुर माआगो लागेको छ,fire_incident_report,train
Kathmandu am power line khaseko cha,power_outage_report,train
aftershock warning for Bhaktapur help,aftershock_information_query,train
taauko bataraagat bagira xa,injury_report,train
emergency kit ma k k hunu parxa,preparedness_tips_query,train
ok thanks bye is ma jjaanchu,goodbye_thanks,train
somebody help,sos_help_request,train
malai pillar lethichyo cannot move,trapped_debris_report,train
बुबा लाई एम्बुलेन्स चाहियोछिटो,medical_emergency_request,validation
mero buwa unconscious bhayo,medical_emergency_request,train
मेरो घरलाई भूकम्प प्रतिरोधी कसरी बनाउने,preparedness_tips_query,train
खानेपानीचाहियो,food_water_request,train
भग्नावशेष खसेर टाउकोमा चोटलाग्यो,injury_report,train
अहिले आमा सँग भेटभयो,family_reunification_status,train
aaja raati arko jhatkaaaunxa ki,aftershock_information_query,validation
earthquake hti Kathmandu just now,earthquake_occurring_report,train
searching for my father in Kathmandu,family_member_missing,train
पोखरा मा बिजुलीको तार खसेको छ???,power_outage_report,train
cylinderleaking gas,gas_leak_report,train
Kathmandu najik gas leak bhayo,gas_leak_report,train
bhukampa gayo Gorkha ma,earthquake_occurring_report,validation
gas leak bhayo ghar ma,gas_leak_report,train
नमस्ते बुवा!!,greeting,train
ghar bhitra farkkana milxa ki,building_damage_check,train
भक्तपुर मा बिजुलीको तार खसेको छ छिटो,power_outage_report,train
ahile k action linu parxa,status_check_general,train
ok thanks bye,goodbye_thanks,train
छोरी अझै घर आउनुभएको छैन,family_member_missing,validation
need ration for my father,food_water_request,train
shelter needed for my fahter and kids,shelter_request,train
हजुरबुबाभग्नावशेषमुनि थुनिनुभयो,trapped_debris_report,train
random type gadai xu,fallback_unclear,train
wall khaseko le mero aama lai thichyo!!!,trapped_debris_report,train
घरभरिग्यासको गन्ध छ,gas_leak_report,validation
earthquake hit Gorkha 5 minutes ago,earthquake_occurring_report,train
पोलेको ठाउँको लागि प्राथमिक उपचार है,first_aid_query,train
give menext steps please,status_check_general,train
missing person reportfor my mother,family_member_missing,validation
bihana deki mero aama bata khabar xaina,family_member_missing,validation
गोर्खा माभूकम्प गयो,earthquake_occurring_report,train
merodidi bhukampa pachi missing hunuhuncha,family_member_missing,train
hamro ghar pura bhatkiyo,building_collapse_report,validation
there is a fire in Pokhara pls,fire_incident_report,train
buildinng on fire near Gorkha,fire_incident_report,train
the house is shaking badly,earthquake_occurring_report,validation
thank u da malai thaha bhayo,goodbye_thanks,validation
धन्यवाद है साथी,goodbye_thanks,validation
ambulance ko number k ho,emergency_contact_request,train
no food since yesterday???,food_water_request,train
my gradmother has been located safely,family_reunification_status,train
आमासँग सम्पर्क टुटेको छ,family_member_missing,train
building ma firexa bazaar najik,fire_incident_report,train
power outage cha Kathmanu ma,power_outage_report,train
टाउकोबाट रगत बगिरहेको छ प्लिज,injury_report,train
भूकम्पपछि दाजु लाई भेट्टाउन सकिएको छैन प्लिज,family_member_missing,train
mero aama unconscious bhayo plz,medical_emergency_request,train
आपतकालीन सामान कति पटक जाँच्ने,preparedness_tips_query,train
strong tremor felt justnow,earthquake_occurring_report,validation
safest way to leave the building,evacuation_guidance_query,validation
wha'ts the weather like,fallback_unclear,train
heello,greeting,train
earthquake agadi k k ready rakhne,preparedness_tips_query,train
hlo,greeting,train
safest way to leave the building pls,evacuation_guidance_query,train
road block bhayo landslide le Kathmandu najik,road_blockage_report,train
"namaste, areyou there",greeting,train
gas leak near Kathmandu,gas_leak_report,train
my son is stuck underthe roof,trapped_debris_report,validation
have not heard from my grandfahter since morning,family_member_missing,train
need ration for my broter,food_water_request,train
bhukampa report garna manxa Pokhara ma,earthquake_occurring_report,train
bhukamp ko jhatka abhi feel bhayo,earthquake_occurring_report,validation
strong gas smell xa building ma,gas_leak_report,train
building safe cha ki kasari thaha pauney urgent pls,building_damage_check,train
भवन अलिकति ढल्किएको छ खतरा छ कि हजुर,building_damage_check,train
strong tremor bhukampa jasto,earthquake_occurring_report,train
मद्दत गर्नुहोस् है प्लिज,sos_help_request,train
wall khaseko le mreo didi lai thichyo,trapped_debris_report,train
hami kaha shelter linna sakxam safly,safe_location_query,validation
gr8 thanks urgent pls,goodbye_thanks,train
hey are you the earthquake bot,greeting,train
"dhanyabad, that heped a lot",goodbye_thanks,train
dhanyabad ekdum helpful thiyo plz,goodbye_thanks,train
छत खसेर हजुरबुबा थुनिनुभयो हजुर,trapped_debris_report,validation
my father is unconscious,medical_emergency_request,train
wall has big cracks should i evacuate,building_damage_check,train
अहिले दाजु सँग भेट भयो,family_reunification_status,train
my grandmother having chest pain,medical_emergency_request,train
fire spreading fast in Pokhara,fire_incident_report,validation
mero ghar mahelp chai xa,sos_help_request,train
हाम्रोक्षेत्रमा बिजुली कटौती भयो,power_outage_report,train
दिदी सुरक्षित हुनुहुन्छ भनेर स्थिति अपडेट गर्न चाहन्छु है,family_reunification_status,validation
cannot reachBhaktapur road is closed,road_blockage_report,validation
अहँ,fallback_unclear,train
what steps should i follow now,status_check_general,validation
haat bhachiyo help chai help,injury_report,train
havenot heard from my grandfather since morning,family_member_missing,train
earthquake preparedness ko tips dinu hos,preparedness_tips_query,train
need shelter for my family,shelter_request,train
भक्तपुर मा घर भत्कियो!!,building_collapse_report,train
evacuatoin instructions please,evacuation_guidance_query,validation
म र आमाथुनिएका छौं,trapped_debris_report,train
we need help,sos_help_request,train
sas pherna sakeko xxaina koi,medical_emergency_request,train
हेल्लो हजुर है,greeting,train
बालबालिकालाई भूकम्प अभ्यासको लागि कसरी तयार पार्ने,preparedness_tips_query,validation
मद्दत पठाउनुहोस्!!,sos_help_request,train
ahile ko situation kk ho,status_check_general,train
पोखरा नजिकैको घरमा आगो लागेको छ???,fire_incident_report,validation
earthquake in Lalitpur,earthquake_occurring_report,train
ahile  garne ma,status_check_general,train
भूकम्पदेखि छोरी बेपत्ता हुनुभएको छ प्लिज,family_member_missing,train
guide me on what to do,status_check_general,validation
sabai hallyo bhukaampa le,earthquake_occurring_report,train
परिवारको भेला हुने ठाउँ कसरी योजनाबनाउने,preparedness_tips_query,train
natiional emergency operation center number,emergency_contact_request,train
thank you very much,goodbye_thanks,train
bhukampa dekhi bijulixaina,power_outage_report,train
cylidner bata gas chuhi raxa,gas_leak_report,train
furniture lai khasnu batakasari secure garne,preparedness_tips_query,train
काठमाडौं मा बिजुली गएको छ,power_outage_report,train
debrisle highway band bhayo,road_blockage_report,validation
is it safe to sleep indoors after aftershocks pls,aftershock_information_query,train
पराकम्पकति समयसम्म रहन्छ,aftershock_information_query,train
poleko thau ko firstaid,first_aid_query,train
strong ttremor felt just now,earthquake_occurring_report,train
mero bhai unonscious bhayo,medical_emergency_request,train
hamro area ma bijuli katti bhayo,power_outage_report,train
bhukampa pachi mero aama lai bhettauna sakna,family_member_missing,train
namaste can you help me,greeting,train
namaste ca you help me,greeting,train
thanksyesto helpful huncha,goodbye_thanks,train
thank u dai malai thahabhayo,goodbye_thanks,train
bhukampa pachi emro aama lai bhettauna sakina,family_member_missing,train
परिवारको लागि खाद्य सामग्रीचाहियो,food_water_request,train
ललितपुर मा आगो छिट्टै फैलिँदैछ???,fire_incident_report,train
ललितपुर मा दिदी लाई खोजिरहेको छु!!,family_member_missing,train
my mother fell and hurt back,injury_report,train
संरचना भत्कियो मानिसहरू भित्रै हुन सक्छन्,building_collapse_report,validation
छत खसेरहजुरआमा थुनिनुभयो,trapped_debris_report,train
आमा लाई सुरक्षित फेला परेको छ,family_reunification_status,train
hellp pls,sos_help_request,train
there is a fire in Kathmandu,fire_incident_report,train
भूकम्प अघि के के तयार राख्ने हजुर,preparedness_tips_query,train
relief camp ma merobuwa bhetiyo,family_reunification_status,validation
नमस्ते दाइ,greeting,validation
बुबाको बेपत्ता व्यक्ति रिपोर्ट,family_member_missing,train
namastecan you help me,greeting,train
Kathmandu maambulance patau na,medical_emergency_request,train
can i go back inside my house now,building_damage_check,train
my grandfatther did not come home yet,family_member_missing,train
bhukampa aayo bhi,earthquake_occurring_report,train
wall khaseko le mero aama lai thichyo,trapped_debris_report,validation
need drinkingwater,food_water_request,train
hi are u working offline,greeting,train
mero bha ighar aaunu bhako xaina ahile samma,family_member_missing,train
पोखरानजिकको पुल भत्कियो,road_blockage_report,train
नजिकै कुनै राहत शिविर छकि,shelter_request,train
दिदी लाई गहिरो घाउ छ,injury_report,train
ललितपुर मा आमा लाई खोजिरहेको छु,family_member_missing,train
immediate help chai xa urgent pls,sos_help_request,train
कसैले सहयोग गर्नुहोस्,sos_help_request,validation
reunitedwith my mother now,family_reunification_status,validation
नजिकै कुनै राहत शिविर छ कि,shelter_request,train
हजुरनमस्ते,greeting,train
good evening!!!,greeting,train
building bata evacuate garne steps,evacuation_guidance_query,train
evacuation plan for Bhaktapur,evacuation_guidance_query,validation
यो भूकम्प हो कि,earthquake_occurring_report,train
ran out of foodand water,food_water_request,train
गोर्खा मा बिजुलीको तार खसेको छ,power_outage_report,validation
परिवारको लागि खाद्य सामग्री चाहियो,food_water_request,train
bihana dekhii mero bhai bata khabar xaina,family_member_missing,train
bridge collapsed near Jajarkot,road_blockage_report,validation
wall khaseko le mero ama lai thichyo,trapped_debris_report,validation
hamro area ma power line khasekocha,power_outage_report,train
the main roadis blocked,road_blockage_report,train
evacuation plan for Kathmandu,evacuation_guidance_query,train
अहिले हजुरआमा सँग भेट भयो छिटो,family_reunification_status,train
ghau bhayeko thau ma kasari treat garne now,first_aid_query,validation
namaste can you help mme,greeting,train
thanks a lot bhai help,goodbye_thanks,train
धन्यवाददाई,goodbye_thanks,train
भूकम्पपछि ग्यासको गन्ध आइरहेको छ,gas_leak_report,train
दाजु लडेरढाडमा चोट लाग्यो हजुर,injury_report,train
अहिले मैले केगर्ने,status_check_general,train
please ehlp me,sos_help_request,train
के म भवनभित्र फेरि जानमिल्छ,building_damage_check,train
भक्तपुर मा घरभत्कियो,building_collapse_report,train
medical emergency cha help garnu help,medical_emergency_request,validation
malai kahaa jana safe huncha,safe_location_query,train
thank u sira li help bhayo,goodbye_thanks,validation
we just felt an earthquake in Gorkha,earthquake_occurring_report,train
bhukampa pachi mero aama lai bhettauna sakina,family_member_missing,train
mero bhai lai badly injury bhayo,injury_report,train
merro buwa lai safely locate garya,family_reunification_status,train
random text here!!!,fallback_unclear,train
safe evacuationp oint near me,safe_location_query,train
appreciate it,goodbye_thanks,train
बिहानदेखि दिदी बाट कुनै खबर छैन प्लिज,family_member_missing,train
emergency supplies kati choti check garne now,preparedness_tips_query,train
found mmy mother at the relief camp,family_reunification_status,train
काठमाडौं मा भूकम्प गयो,earthquake_occurring_report,train
trapped in the collapsed house,trapped_debris_report,train
आमा सुरक्षित हुनुहुन्छ भनेर स्थिति अपडेट गर्न चाहन्छु,family_reunification_status,validation
पराकम्पको जानकारीदिनुहोस्,aftershock_information_query,train
mero didi lai safely locate garya,family_reunification_status,train
is my apartment structurally safe now,building_damage_check,validation
hamro areama bijuli katti bhayo,power_outage_report,train
ankle sprain bhayo hidna sakina!!!,injury_report,validation
najikai ko safe zonee kaha cha,safe_location_query,train
mero bhai lai deep woud xa,injury_report,validation
राहत शिविरमा हजुरआमा भेटियो!!,family_reunification_status,train
haat ma minor chot xa now,injury_report,validation
power lines down in Jajarkot,power_outage_report,train
पोखरामा बिजुली गएको छ,power_outage_report,train
bye urgent pls,goodbye_thanks,train
बच्चाको लागि फर्मुला र पानी चाहियो,food_water_request,train
reunited with my mother now,family_reunification_status,train
how often should i check emergency supplies,preparedness_tips_query,train
gas ko smell airaxa bhukampa pachi pls,gas_leak_report,validation
दिदी लडेरढाडमा चोट लाग्यो,injury_report,train
Kathmandu najik ko pul bhatkiyo plz,road_blockage_report,train
asdkajsd,fallback_unclear,validation
yo ghar ma basna safe cha ki xaina,building_damage_check,train
wall collapsed onthe street,building_collapse_report,train
पराकम्प कति समयसम्म रहन्छ,aftershock_information_query,train
हजुरआमा भग्नावशेषमुनिथुनिनुभयो,trapped_debris_report,train
what hsould be in an emergency kit,preparedness_tips_query,train
wall batkiyo road ma,building_collapse_report,train
भूकम्प भर्खरैआएको हो,earthquake_occurring_report,train
गोर्खा मा भूकम्प गयो है,earthquake_occurring_report,validation
घर भत्किएर भित्र फसियौं हजुर,trapped_debris_report,train
my father is unconscous,medical_emergency_request,train
cool thaanks,goodbye_thanks,train
how to prepare kids for earthquake drills,preparedness_tips_query,train
strong gas smell in the building now,gas_leak_report,train
बुबा लाईछातीमा दुखाइ भइरहेको छ,medical_emergency_request,train
मलबाका कारण राजमार्ग बन्द भयो,road_blockage_report,validation
wall khaseko le mero buwa lai thichyo,trapped_debris_report,validation
कोही सास फेर्न सकिरहेको छैन प्लिज,medical_emergency_request,train
भान्सामा ग्यासधेरै चुहिँदैछ,gas_leak_report,train
mero buwa lai chest ma dukheko xa,medical_emergency_request,train
मलाईबचाउनुहोस्,sos_help_request,validation
asdkkjasd,fallback_unclear,train
जाजरकोट मा बिजुलीको तार खसेकोछ,power_outage_report,train
please help garnu bhai,sos_help_request,train
भक्तपुर मा सम्पूर्ण भवन ढल्यो,building_collapse_report,train
परिवारको भेला हुने ठाउँ कसरी योजना बनाउने,preparedness_tips_query,validation
"gas elak, please advise",gas_leak_report,train
हेल्लो???,greeting,validation
hamro ghar pura bhatkiyo help,building_collapse_report,validation
evacuation ko instructionsdinu hos,evacuation_guidance_query,train
emergencycontact numbers list,emergency_contact_request,validation
trapped xughar bhatkeko debris muni,trapped_debris_report,train
ambulance chaincha malai,medical_emergency_request,validation
my grandmother fell and hurt back,injury_report,train
Kathmandu ma ammbulance patau na,medical_emergency_request,train
तिमीले के के गर्न सक्छौ हजुर,fallback_unclear,train
Kathmandu ko lagi evaccuation plan,evacuation_guidance_query,train
process to report a family member found,family_reunification_status,train
food distribution pointnearby,food_water_request,train
आमा र बालबालिकाका लागि आश्रय चाहियो छिटो,shelter_request,train
earthquake agadi k k ready rakhne plz,preparedness_tips_query,train
my grandfather collapsed and not wakinng up,medical_emergency_request,validation
दिदी लाई सुरक्षित फेला परेको छ,family_reunification_status,train
ghar bhitra farkana milxa ki,building_damage_check,train
bhukmpa aayo abhi,earthquake_occurring_report,train
sos malai help chai urgent pls,sos_help_request,train
aftershock warning fr Pokhara,aftershock_information_query,validation
सुप्रभात छिटो,greeting,validation
shelter needed for my brother and kids,shelter_request,train
पोखरा नजिक पहिरोले सडकबन्द भयो,road_blockage_report,train
are you a real person,fallback_unclear,validation
भान्सामा ग्यास धेरै चुहिँदैछ,gas_leak_report,validation
fire brigade ko contact numbeer,emergency_contact_request,train
भक्तपुर को लागि निकासा योजना,evacuation_guidance_query,train
hi bot help,greeting,validation
पोखरामा आगो छिट्टै फैलिँदैछ,fire_incident_report,validation
के छ त,greeting,train
गोर्खा नजिकको पुल भत्कियो है,road_blockage_report,train
bridge collapsed near Kathmandu,road_blockage_report,validation
धन्यवादबुवा,goodbye_thanks,train
power outgae in Bhaktapur,power_outage_report,validation
123456,fallback_unclear,train
who do i callfor rescue,emergency_contact_request,validation
हजुरबुबा भग्नावशेषमुनि थुनिनुभयो,trapped_debris_report,train
medical help needed urgently now,medical_emergency_request,train
school najik ma firelagyo,fire_incident_report,train
mero bhailai deep wound xa,injury_report,train
mero mama ko phone lagdaina bhukampa dekhi,family_member_missing,train
purabuilding dhalyo gaun ma,building_collapse_report,train
हाइ हजुर,greeting,train
वृद्धवृद्धाहरूसँग कसरी निकासा गर्ने छिटो,evacuation_guidance_query,train
fire brigade contatc number,emergency_contact_request,train
bazaar ma fire lagyo,fire_incident_report,train
hamroo area ma power line khaseko cha,power_outage_report,train
bihana dekhi mero aama bata khabar xaina,family_member_missing,train
राहत शिविरमा हजुरबुबा भेटियो प्लिज,family_reunification_status,train
help pls ma dherai fright ma xu,sos_help_request,validation
help help,sos_help_request,train
नेपाल रेडक्रसको हेल्पलाइन नम्बर छिटो,emergency_contact_request,validation
पोखरा मा आगो लागेको छ छिटो,fire_incident_report,train
mero bhai lai deep wound xa,injury_report,train
my son is stuck under the roof,trapped_debris_report,train
"wee are stuck inside, walls collapsed",trapped_debris_report,train
दाजु बेहोस हुनुभयो,medical_emergency_request,validation
नमस्कार सर प्लिज,greeting,train
yahasaaf pani xaina,food_water_request,train
hlep now,sos_help_request,validation
ओके धन्यवाद!!,goodbye_thanks,train
we just felt an earthquake in Gorkha???,earthquake_occurring_report,train
how to make my house earthquake safe,preparedness_tips_query,validation
aaja rati arko jhatka aaunxa ki,aftershock_information_query,train
mero saathi lai badly injury bhayo plz,injury_report,train
my father is innjured badly,injury_report,train
bihana dekhi mero mama bata habar xaina,family_member_missing,train
नजिकैको अपार्टमेन्टभत्कियो,building_collapse_report,validation
गोर्खा मा आगो लागेको छ!!,fire_incident_report,train
arko bhukampa aaunxa ki???,aftershock_information_query,validation
cannot find my brrother after the quake,family_member_missing,train
पोखरा मा एम्बुलेन्स चाहियो,medical_emergency_request,train
ललितपुर मा तोकिएको सुरक्षित क्षेत्र कहाँ छ,safe_location_query,validation
म र दिदी थुनिएका छौं,trapped_debris_report,train
nepal red cross helpline number,emergency_contact_request,train
ghar hallyo bhukampa jasto now,earthquake_occurring_report,train
help,sos_help_request,train
bleeding from had,injury_report,train
how ot help someone who fainted,first_aid_query,validation
bhukampa pachi mero mama laibhettauna sakina,family_member_missing,train
need ration for my mother,food_water_request,train
power lines down in Lalitpur,power_outage_report,train
shelter needd for my sister and kids,shelter_request,train
bhukampa dekhi bijuli xaia,power_outage_report,train
aago lagyo bhukampa pachi pls,fire_incident_report,train
please soomeone help,sos_help_request,train
wall khaseko le mero buwalai thichyo,trapped_debris_report,train
mero ai help chaincha,sos_help_request,train
डाक्टर तुरुन्तै चाहियो प्लिज,medical_emergency_request,train
entire building came down in Bhatkapur,building_collapse_report,train
ललितपुर मा दिदीलाई खोजिरहेको छु,family_member_missing,validation
गोर्खा को लागि पराकम्प चेतावनी,aftershock_information_query,train
pani ko supply band bhayo pani chai asap,food_water_request,train
आदाब प्लिज,greeting,validation
जोडदार भूकम्प आयो???,earthquake_occurring_report,train
ok thakns bye,goodbye_thanks,validation
nearest safe assembly pont,safe_location_query,train
Kathmandu najik ko pul bhatkiyo,road_blockage_report,train
काठमाडौं नजिक पहिरोले सडक बन्द भयो,road_blockage_report,train
my mother has been located safely,family_reunification_status,train
what to do for a sprained ankle,first_aid_query,train
घरबाट धुवाँ आइरहेको छ,fire_incident_report,validation
घरभरि ग्यासको गन्ध छ,gas_leak_report,validation
found my brother at the relief cap,family_reunification_status,train
my grandmother needs ambulnce urgently,medical_emergency_request,validation
mero buwa safe cha vanera status update garna man xa!!!,family_reunification_status,train
के म अहिले घरभित्र फर्कन सक्छु,building_damage_check,train
mero didi ghar aaunu bhako xain aahile samma,family_member_missing,validation
गोर्खा मा बिजुली गएकोछ,power_outage_report,validation
Kathandu ma safe zone kaha cha,safe_location_query,train
ghau ma bandage kasai garne,first_aid_query,train
टाउकोबाट रगत बगिरहेको छ,injury_report,train
my grandmother collapsed and not waking up,medical_emergency_request,train
ankle sprain bhayo hidna sakina,injury_report,train
family ko lagi food supply cahi,food_water_request,train
gaun najik ko pul bhtakiyo,road_blockage_report,train
ground shaking very hard,earthquake_occurring_report,train
shelter needed for my sister and kids now,shelter_request,train
want to updatestatus that my sister is safe,family_reunification_status,train
विस्थापितहरूलाई बस्नेठाउँ चाहिन्छ,shelter_request,train
need clean drinking waetr urgently,food_water_request,train
बचाउनुहोस्!!,sos_help_request,train
hi malai chahhiyo help,greeting,train
तिमी कति उमेरको हौ है,fallback_unclear,train
dheai raagat bagira xa medic chai xa,medical_emergency_request,train
भूकम्पपछि भवनको सुरक्षाजाँच कसले गर्छ,building_damage_check,train
pleaes help me,sos_help_request,train
भूकम्पको धक्का महसुस भयो प्लिज,earthquake_occurring_report,train
aftershock warning for Pokhara,aftershock_information_query,train
भूकम्प तयारीका सुझावहरू दिनुहोस् प्लिज,preparedness_tips_query,validation
हाम्रो क्षेत्रमा बिजुली कटौती भयो,power_outage_report,validation
