text,intent,predicted_intent,confidence,source,is_correct
light injury,injury_report,injury_report,0.98,keyword,True
सानो घाउ,injury_report,injury_report,0.7432,ml,True
सानो पीडा,injury_report,fallback_unclear,0.1313,fallback,False
serious injury,injury_report,injury_report,0.98,keyword,True
critical condition,injury_report,injury_report,0.98,keyword,True
gambhir avastha,injury_report,injury_report,0.98,keyword,True
open wound,injury_report,injury_report,0.98,keyword,True
laceration,injury_report,injury_report,0.98,keyword,True
रगत बग्दै,injury_report,injury_report,0.3277,ml,True
खुला घाउ,injury_report,injury_report,0.5263,ml,True
चीर,injury_report,fallback_unclear,0.1523,fallback,False
ragat bagdai,injury_report,medical_emergency_request,0.6857,ml,False
khula ghau,injury_report,injury_report,0.5294,ml,True
bone injury,injury_report,injury_report,0.98,keyword,True
skeletal injury,injury_report,injury_report,0.98,keyword,True
हाड चोट,injury_report,injury_report,0.7325,ml,True
कंकाल चोट,injury_report,injury_report,0.5406,ml,True
kankal chot,injury_report,injury_report,0.7167,ml,True
head injury,injury_report,injury_report,1.0,keyword,True
concussion,injury_report,fallback_unclear,0.147,fallback,False
skull fracture,injury_report,injury_report,0.2841,ml,True
टाउकोमा चोट,injury_report,injury_report,1.0,keyword,True
मस्तिष्क झड्का,injury_report,injury_report,0.2891,ml,True
खोपडी फ्र्याक्चर,injury_report,fallback_unclear,0.1435,fallback,False
tauko ma chot,injury_report,injury_report,0.7022,ml,True
mastishka jhadka,injury_report,fallback_unclear,0.3301,ml,False
chemical burn,injury_report,injury_report,0.4383,ml,True
electrical burn,injury_report,power_outage_report,0.5553,ml,False
rasayanik jalan,injury_report,injury_report,0.5529,ml,True
हाड भाँचिएको emergency,injury_report,trapped_debris_report,0.3688,ml,False
broken bone emergency,injury_report,medical_emergency_request,0.6236,ml,False
गम्भीर चोट help,injury_report,injury_report,0.9569,ml,True
please had chot,injury_report,injury_report,0.5753,ml,True
nepal kankal chot,injury_report,injury_report,0.5259,ml,True
emergency bleeding,injury_report,injury_report,0.98,keyword,True
emergency treatment,first_aid_query,first_aid_query,0.98,keyword,True
आपतकालीन उपचार,first_aid_query,first_aid_query,0.3442,ml,True
चोट उपचार,first_aid_query,first_aid_query,0.81,ml,True
prathamik upchar,first_aid_query,first_aid_query,0.98,keyword,True
aapatkalin upchar,first_aid_query,first_aid_query,0.98,keyword,True
chikitsa madat,first_aid_query,first_aid_query,0.98,keyword,True
cpr instructions,first_aid_query,first_aid_query,0.98,keyword,True
cpr steps,first_aid_query,first_aid_query,0.98,keyword,True
सीपीआर चरण,first_aid_query,fallback_unclear,0.2182,fallback,False
सीपीआर मार्गदर्शन,first_aid_query,road_blockage_report,0.3311,ml,False
cpr charan,first_aid_query,first_aid_query,0.98,keyword,True
cardiopulmonary punarjivan,first_aid_query,first_aid_query,0.98,keyword,True
bleeding control,first_aid_query,injury_report,0.98,keyword,False
bandage application,first_aid_query,first_aid_query,0.98,keyword,True
ragat rokne,first_aid_query,first_aid_query,0.98,keyword,True
burn treatment,first_aid_query,first_aid_query,0.7596,ml,True
thermal injury,first_aid_query,injury_report,0.98,keyword,False
जलन उपचार,first_aid_query,first_aid_query,0.7532,ml,True
ताप्क्रिय चोट,first_aid_query,injury_report,0.4446,ml,False
jalan prathamik upchar,first_aid_query,first_aid_query,0.98,keyword,True
broken bone treatment,first_aid_query,first_aid_query,0.4485,ml,True
splint application,first_aid_query,fallback_unclear,0.0937,fallback,False
immobilization,first_aid_query,fallback_unclear,0.1037,fallback,False
फ्र्याक्चर हेरचाह,first_aid_query,first_aid_query,0.7773,ml,True
हाड भाँचिएको उपचार,first_aid_query,first_aid_query,0.5924,ml,True
स्प्लिन्ट लगाउने,first_aid_query,fallback_unclear,0.1418,fallback,False
अस्थिरता,first_aid_query,fallback_unclear,0.2436,fallback,False
fracture herachah,first_aid_query,first_aid_query,0.6412,ml,True
splint lagane,first_aid_query,first_aid_query,0.4296,ml,True
asthirata,first_aid_query,fallback_unclear,0.1031,fallback,False
choking relief,first_aid_query,fallback_unclear,0.2152,fallback,False
airway clearance,first_aid_query,fallback_unclear,0.1316,fallback,False
choking first aid,first_aid_query,first_aid_query,0.98,keyword,True
हाइमलिच मनुभर,first_aid_query,greeting,0.4815,ml,False
dam rahat,first_aid_query,food_water_request,0.3432,ml,False
dam prathamik upchar,first_aid_query,first_aid_query,0.98,keyword,True
shock management,first_aid_query,fallback_unclear,0.2382,fallback,False
झड्का उपचार,first_aid_query,first_aid_query,0.8096,ml,True
झड्का व्यवस्थापन,first_aid_query,emergency_contact_request,0.3699,ml,False
jhadka upchar,first_aid_query,first_aid_query,0.8999,ml,True
aapatkalin upchar help,first_aid_query,first_aid_query,0.98,keyword,True
स्प्लिन्ट लगाउने qsafe,first_aid_query,fallback_unclear,0.084,fallback,False
thermal injury please,first_aid_query,injury_report,0.98,keyword,False
broken bone treatment nepal,first_aid_query,first_aid_query,0.3721,ml,True
shock management now,first_aid_query,fallback_unclear,0.2023,fallback,False
please shock management,first_aid_query,fallback_unclear,0.1246,fallback,False
please splint application,first_aid_query,fallback_unclear,0.1706,fallback,False
emergency treatment emergency,first_aid_query,first_aid_query,0.98,keyword,True
emergency number,emergency_contact_request,emergency_contact_request,0.9471,ml,True
helpline number,emergency_contact_request,emergency_contact_request,1.0,keyword,True
hotline number,emergency_contact_request,emergency_contact_request,0.98,keyword,True
emergency contact,emergency_contact_request,emergency_contact_request,1.0,keyword,True
आपतकालीन नम्बर,emergency_contact_request,emergency_contact_request,0.9382,ml,True
आपतकालीन सम्पर्क,emergency_contact_request,emergency_contact_request,0.7618,ml,True
call police,emergency_contact_request,emergency_contact_request,0.98,keyword,True
प्रहरी आपतकाल,emergency_contact_request,emergency_contact_request,0.705,ml,True
प्रहरी सहायता,emergency_contact_request,fallback_unclear,0.2343,fallback,False
prahari bolau,emergency_contact_request,emergency_contact_request,0.98,keyword,True
prahari sahayata,emergency_contact_request,emergency_contact_request,0.98,keyword,True
hospital contact,emergency_contact_request,emergency_contact_request,0.6689,ml,True
health services,emergency_contact_request,emergency_contact_request,0.98,keyword,True
chikitsa aapatkal,emergency_contact_request,emergency_contact_request,0.98,keyword,True
fire services,emergency_contact_request,emergency_contact_request,0.8353,ml,True
अग्निशमन,emergency_contact_request,fire_incident_report,0.4009,ml,False
आगो सेवा,emergency_contact_request,fire_incident_report,0.9974,ml,False
aago aapatkal,emergency_contact_request,fire_incident_report,0.868,ml,False
aago seva,emergency_contact_request,fire_incident_report,0.551,ml,False
disaster response,emergency_contact_request,preparedness_tips_query,0.3052,ml,False
आपतकालीन सेवा,emergency_contact_request,fallback_unclear,0.1688,fallback,False
बचाव सेवा,emergency_contact_request,trapped_debris_report,0.628,ml,False
राहत सेवा,emergency_contact_request,shelter_request,0.3708,ml,False
aapad pratikriya,emergency_contact_request,preparedness_tips_query,0.3588,ml,False
official contact,emergency_contact_request,emergency_contact_request,0.6606,ml,True
प्राधिकरण सम्पर्क,emergency_contact_request,emergency_contact_request,0.5907,ml,True
सरकारी सेवा,emergency_contact_request,fallback_unclear,0.1718,fallback,False
sarkari helpline,emergency_contact_request,emergency_contact_request,0.2942,ml,True
adhikarik sampark,emergency_contact_request,emergency_contact_request,0.5871,ml,True
pradhikaran sampark,emergency_contact_request,emergency_contact_request,0.8204,ml,True
sarkari seva,emergency_contact_request,emergency_contact_request,0.7762,ml,True
emergency management,emergency_contact_request,sos_help_request,0.2899,ml,False
disaster management,emergency_contact_request,emergency_contact_request,0.4014,ml,True
एनडीआरआरएमए सम्पर्क,emergency_contact_request,emergency_contact_request,0.6984,ml,True
आपद प्राधिकरण,emergency_contact_request,fallback_unclear,0.1052,fallback,False
आपद व्यवस्थापन,emergency_contact_request,emergency_contact_request,0.5253,ml,True
ndrrma sampark,emergency_contact_request,emergency_contact_request,0.5633,ml,True
aapatkalin vyavasthapan,emergency_contact_request,preparedness_tips_query,0.3588,ml,False
aapad vyavasthapan,emergency_contact_request,fallback_unclear,0.2431,fallback,False
आपद प्राधिकरण qsafe,emergency_contact_request,fallback_unclear,0.1539,fallback,False
aago aapatkal please,emergency_contact_request,fire_incident_report,0.7911,ml,False
please आपद व्यवस्थापन,emergency_contact_request,emergency_contact_request,0.3139,ml,True
emergency प्रहरी नम्बर,emergency_contact_request,emergency_contact_request,0.9831,ml,True
emergency ndrrma sampark,emergency_contact_request,emergency_contact_request,0.7172,ml,True
emergency management now,emergency_contact_request,sos_help_request,0.4078,ml,False
power outage,power_outage_report,power_outage_report,1.0,keyword,True
electricity gone,power_outage_report,power_outage_report,0.98,keyword,True
no power,power_outage_report,power_outage_report,0.98,keyword,True
विद्युत विद्युत गयो,power_outage_report,power_outage_report,0.8616,ml,True
विद्युत बन्द,power_outage_report,power_outage_report,0.8779,ml,True
vidyut vidyut gayo,power_outage_report,power_outage_report,0.98,keyword,True
vidyut banda,power_outage_report,power_outage_report,0.98,keyword,True
electricity failure,power_outage_report,power_outage_report,0.9595,ml,True
power failure,power_outage_report,power_outage_report,0.9842,ml,True
power cut,power_outage_report,power_outage_report,0.9733,ml,True
विद्युत कट,power_outage_report,power_outage_report,0.8459,ml,True
vidyut bipalta,power_outage_report,power_outage_report,0.98,keyword,True
grid bipalta,power_outage_report,power_outage_report,0.98,keyword,True
vidyut kat,power_outage_report,power_outage_report,0.98,keyword,True
city power gone,power_outage_report,power_outage_report,0.9877,ml,True
kshetr blackout,power_outage_report,power_outage_report,0.98,keyword,True
chimeki vidyut banda,power_outage_report,power_outage_report,0.98,keyword,True
kshetriya vidyut banda,power_outage_report,power_outage_report,0.98,keyword,True
power restoration,power_outage_report,power_outage_report,0.9661,ml,True
when power back,power_outage_report,power_outage_report,0.9219,ml,True
electricity return,power_outage_report,power_outage_report,0.8771,ml,True
विद्युत कहिले आउँछ,power_outage_report,power_outage_report,0.932,ml,True
विद्युत फर्कन्छ,power_outage_report,power_outage_report,0.4397,ml,True
vidyut kahile aucha,power_outage_report,power_outage_report,0.98,keyword,True
backup power,power_outage_report,power_outage_report,0.9807,ml,True
alternative power,power_outage_report,power_outage_report,0.9533,ml,True
आपतकालीन विद्युत,power_outage_report,fallback_unclear,0.1878,fallback,False
जेनेरेटर चाहिन्छ,power_outage_report,medical_emergency_request,0.7178,ml,False
ब्याकअप विद्युत,power_outage_report,power_outage_report,0.6963,ml,True
वैकल्पिक विद्युत,power_outage_report,power_outage_report,0.4668,ml,True
aapatkalin vidyut,power_outage_report,power_outage_report,0.98,keyword,True
power line damage,power_outage_report,power_outage_report,0.9593,ml,True
विद्युतीय खतरा,power_outage_report,power_outage_report,0.5327,ml,True
विद्युत लाइन क्षति,power_outage_report,power_outage_report,0.318,ml,True
tar khaseka,power_outage_report,fallback_unclear,0.1295,fallback,False
nepal tar khaseka,power_outage_report,fallback_unclear,0.1149,fallback,False
nepal विद्युतीय खतरा,power_outage_report,power_outage_report,0.5377,ml,True
when power back qsafe,power_outage_report,power_outage_report,0.8387,ml,True
backup power nepal,power_outage_report,power_outage_report,0.9464,ml,True
qsafe blackout,power_outage_report,power_outage_report,0.98,keyword,True
help chimeki vidyut banda,power_outage_report,power_outage_report,0.98,keyword,True
power cut help,power_outage_report,power_outage_report,0.9117,ml,True
chimeki vidyut banda emergency,power_outage_report,power_outage_report,0.98,keyword,True
emergency vidyut vidyut gayo,power_outage_report,power_outage_report,0.98,keyword,True
gali avaruddh,road_blockage_report,road_blockage_report,0.98,keyword,True
landslide blocked,road_blockage_report,road_blockage_report,0.98,keyword,True
पहिरोले अवरुद्ध,road_blockage_report,road_blockage_report,0.9543,ml,True
सडकमा भग्नावशेष,road_blockage_report,building_collapse_report,0.6338,ml,False
चट्टान खस्ने,road_blockage_report,fallback_unclear,0.1782,fallback,False
माटो खस्ने,road_blockage_report,fallback_unclear,0.2098,fallback,False
pahirole avaruddh,road_blockage_report,road_blockage_report,0.98,keyword,True
chattan khase,road_blockage_report,road_blockage_report,0.98,keyword,True
bridge collapse,road_blockage_report,road_blockage_report,0.95,keyword_fuzzy,True
bridge damaged,road_blockage_report,road_blockage_report,0.8603,ml,True
crossing blocked,road_blockage_report,road_blockage_report,0.924,ml,True
पुल ढल्यो,road_blockage_report,building_collapse_report,0.7832,ml,False
पुल असुरक्षित,road_blockage_report,safe_location_query,0.2752,ml,False
पार हुन अवरुद्ध,road_blockage_report,road_blockage_report,0.8362,ml,True
pul dhalyo,road_blockage_report,road_blockage_report,0.3239,ml,True
pul asurakshit,road_blockage_report,road_blockage_report,0.3166,ml,True
par hun avaruddh,road_blockage_report,road_blockage_report,0.6844,ml,True
traffic jam,road_blockage_report,fallback_unclear,0.1153,fallback,False
sadak banda,road_blockage_report,road_blockage_report,0.8664,ml,True
vaikalpik marg chaincha,road_blockage_report,road_blockage_report,0.3786,ml,True
emergency route,road_blockage_report,fallback_unclear,0.1797,fallback,False
rescue route blocked,road_blockage_report,road_blockage_report,0.98,keyword,True
पहुँच अवरुद्ध,road_blockage_report,road_blockage_report,0.9367,ml,True
बचाव मार्ग अवरुद्ध,road_blockage_report,road_blockage_report,0.9491,ml,True
aapatkalin marg,road_blockage_report,preparedness_tips_query,0.2695,ml,False
ambulance avaruddh,road_blockage_report,medical_emergency_request,0.5769,ml,False
clearing operation,road_blockage_report,fallback_unclear,0.1126,fallback,False
road clearing,road_blockage_report,road_blockage_report,0.9516,ml,True
debris removal,road_blockage_report,trapped_debris_report,0.732,ml,False
highway reopening,road_blockage_report,road_blockage_report,0.5671,ml,True
सफाई अभियान,road_blockage_report,food_water_request,0.2854,ml,False
भग्नावशेश हटाउने,road_blockage_report,building_collapse_report,0.268,ml,False
राजमार्ग पुनः खुल्ने,road_blockage_report,road_blockage_report,0.4282,ml,True
safai abhiyan,road_blockage_report,fallback_unclear,0.1381,fallback,False
bhagnaveshesh hataune,road_blockage_report,road_blockage_report,0.3391,ml,True
rajamarg punah khulne,road_blockage_report,fallback_unclear,0.1675,fallback,False
detour available,road_blockage_report,shelter_request,0.442,ml,False
वैकल्पिक पथ,road_blockage_report,road_blockage_report,0.5946,ml,True
vaikalpik marg uplabdha,road_blockage_report,road_blockage_report,0.5555,ml,True
vaikalpik path,road_blockage_report,road_blockage_report,0.5214,ml,True
madhyamik sadak,road_blockage_report,road_blockage_report,0.7067,ml,True
emergency road closed,road_blockage_report,road_blockage_report,0.98,keyword,True
landslide blocked please,road_blockage_report,road_blockage_report,0.98,keyword,True
emergency vaikalpik marg chaincha,road_blockage_report,fallback_unclear,0.2395,fallback,False
sadak safai urgent,road_blockage_report,fallback_unclear,0.2223,fallback,False
nepal माटो खस्ने,road_blockage_report,fallback_unclear,0.1694,fallback,False
landslide blocked nepal,road_blockage_report,road_blockage_report,0.98,keyword,True
debris removal emergency,road_blockage_report,trapped_debris_report,0.5519,ml,False
current situation,status_check_general,status_check_general,1.0,keyword,True
वर्तमान स्थिति,status_check_general,fallback_unclear,0.2147,fallback,False
के भइरहेको छ,status_check_general,medical_emergency_request,0.7432,ml,False
स्थिति अपडेट,status_check_general,family_reunification_status,1.0,keyword,False
नवीनतम समाचार,status_check_general,fallback_unclear,0.3458,ml,False
vartaman sthiti,status_check_general,status_check_general,0.98,keyword,True
emergency status,status_check_general,status_check_general,0.98,keyword,True
आपद स्थिति,status_check_general,status_check_general,0.2692,ml,True
संकट अपडेट,status_check_general,fallback_unclear,0.1594,fallback,False
स्थिति रिपोर्ट,status_check_general,fallback_unclear,0.1223,fallback,False
aapatkalin sthiti,status_check_general,fallback_unclear,0.2169,fallback,False
sankat update,status_check_general,status_check_general,0.98,keyword,True
sthiti report,status_check_general,fallback_unclear,0.1866,fallback,False
area condition,status_check_general,status_check_general,0.98,keyword,True
local status,status_check_general,status_check_general,0.98,keyword,True
neighborhood status,status_check_general,status_check_general,0.98,keyword,True
क्षेत्र अवस्था,status_check_general,status_check_general,0.2939,ml,True
sthaniya sthiti,status_check_general,fallback_unclear,0.1853,fallback,False
chimeki sthiti,status_check_general,status_check_general,0.3207,ml,True
risk assessment,status_check_general,status_check_general,0.98,keyword,True
खतरा स्तर,status_check_general,fallback_unclear,0.1033,fallback,False
suraksha sthiti,status_check_general,safe_location_query,0.3648,ml,False
ke surakshit cha,status_check_general,safe_location_query,0.3088,ml,False
khatra star,status_check_general,fallback_unclear,0.16,fallback,False
jokhim mulyankan,status_check_general,fallback_unclear,0.2078,fallback,False
weather condition,status_check_general,status_check_general,0.98,keyword,True
wind status,status_check_general,status_check_general,0.98,keyword,True
temperature,status_check_general,fallback_unclear,0.1082,fallback,False
तापक्रम,status_check_general,fallback_unclear,0.1131,fallback,False
weather avastha,status_check_general,fallback_unclear,0.2016,fallback,False
phone working,status_check_general,fallback_unclear,0.1944,fallback,False
internet status,status_check_general,status_check_general,0.98,keyword,True
network available,status_check_general,status_check_general,0.98,keyword,True
फोन काम गर्दै,status_check_general,status_check_general,0.258,ml,True
sanchar sthiti,status_check_general,fallback_unclear,0.1429,fallback,False
internet sthiti,status_check_general,status_check_general,0.4441,ml,True
network uplabdha,status_check_general,shelter_request,0.5883,ml,False
resource availability,status_check_general,status_check_general,0.98,keyword,True
help available,status_check_general,status_check_general,0.98,keyword,True
स्रोत उपलब्धता,status_check_general,shelter_request,0.4708,ml,False
मद्दत उपलब्ध,status_check_general,sos_help_request,0.7697,ml,False
सेवा चालू,status_check_general,fallback_unclear,0.1171,fallback,False
timeline update,status_check_general,status_check_general,0.3637,ml,True
duration estimate,status_check_general,fallback_unclear,0.1353,fallback,False
समयरेखा अपडेट,status_check_general,fallback_unclear,0.2155,fallback,False
अवधि अनुमान,status_check_general,fallback_unclear,0.3692,ml,False
बाँकी समय,status_check_general,fallback_unclear,0.2227,fallback,False
kahile antya huncha,status_check_general,fallback_unclear,0.291,ml,False
avadhi anuman,status_check_general,fallback_unclear,0.1409,fallback,False
baki samay,status_check_general,fallback_unclear,0.1267,fallback,False
don't understand,fallback_unclear,trapped_debris_report,0.2645,ml,False
not sure,fallback_unclear,fallback_unclear,0.2468,fallback,True
बुझ्न सकिदैन,fallback_unclear,fallback_unclear,0.4933,ml,True
अनिश्चित,fallback_unclear,fallback_unclear,0.4757,ml,True
aspashta anurodh,fallback_unclear,fallback_unclear,0.7519,ml,True
bujhna sakidaina,fallback_unclear,family_member_missing,0.5361,ml,False
what do you mean,fallback_unclear,fallback_unclear,0.7707,ml,True
clarify please,fallback_unclear,medical_emergency_request,0.2719,ml,False
explain more,fallback_unclear,fallback_unclear,0.1168,fallback,True
need more details,fallback_unclear,fallback_unclear,0.1785,fallback,True
स्पष्ट पार्नुहोस्,fallback_unclear,fallback_unclear,0.2329,fallback,True
थप विवरण चाहिन्छ,fallback_unclear,fallback_unclear,0.2708,ml,True
tapai ke bhannuhuncha,fallback_unclear,fallback_unclear,0.8996,ml,True
thap vyakhya,fallback_unclear,fallback_unclear,0.1542,fallback,True
thap bibaran chaincha,fallback_unclear,fallback_unclear,0.179,fallback,True
not clear,fallback_unclear,fallback_unclear,0.373,ml,True
फेरि भन्नुहोस्,fallback_unclear,fallback_unclear,0.3423,ml,True
स्पष्ट छैन,fallback_unclear,fallback_unclear,0.7668,ml,True
bujhna sakin,fallback_unclear,fallback_unclear,0.0991,fallback,True
unclear text,fallback_unclear,fallback_unclear,0.7911,ml,True
typo error,fallback_unclear,fallback_unclear,0.1227,fallback,True
अस्पष्ट पाठ,fallback_unclear,fallback_unclear,0.7409,ml,True
sandeshama galti,fallback_unclear,fallback_unclear,0.2125,fallback,True
translation problem,fallback_unclear,fallback_unclear,0.2054,fallback,True
not in nepali,fallback_unclear,fallback_unclear,0.1622,fallback,True
not in english,fallback_unclear,fallback_unclear,0.2677,ml,True
भाषा समस्या,fallback_unclear,fallback_unclear,0.1892,fallback,True
नेपालीमा छैन,fallback_unclear,fallback_unclear,0.2332,fallback,True
अंग्रेजीमा छैन,fallback_unclear,fallback_unclear,0.2351,fallback,True
anuvad samasya,fallback_unclear,fallback_unclear,0.4007,ml,True
nepalima chaina,fallback_unclear,fallback_unclear,0.4489,ml,True
irrelevant,fallback_unclear,fallback_unclear,0.0894,fallback,True
अप्रासंगिक,fallback_unclear,fallback_unclear,0.1441,fallback,True
bishya bahira,fallback_unclear,fallback_unclear,0.1439,fallback,True
sambandhit chaina,fallback_unclear,fallback_unclear,0.6277,ml,True
random input,fallback_unclear,fallback_unclear,0.4098,ml,True
gibberish,fallback_unclear,fallback_unclear,0.2444,fallback,True
meaningless,fallback_unclear,fallback_unclear,0.2308,fallback,True
बकवास,fallback_unclear,fallback_unclear,0.1239,fallback,True
अर्थहीन,fallback_unclear,fallback_unclear,0.5903,ml,True
bakwas,fallback_unclear,fallback_unclear,0.1534,fallback,True
arthhin,fallback_unclear,fallback_unclear,0.1744,fallback,True
arthvihin,fallback_unclear,fallback_unclear,0.1201,fallback,True
test message,fallback_unclear,fallback_unclear,0.9203,ml,True
checking system,fallback_unclear,fallback_unclear,0.2087,fallback,True
परीक्षण सन्देश,fallback_unclear,fallback_unclear,0.7041,ml,True
pranali janch,fallback_unclear,fallback_unclear,0.2253,fallback,True
testing bot,fallback_unclear,fallback_unclear,0.6989,ml,True
