text,intent,split,source
help how strong aftershocks,aftershock_information_query,real_world_test,generated
qsafe पश्चभूकम्प आवृत्ति,aftershock_information_query,real_world_test,generated
pashbhukamp abhyas,aftershock_information_query,real_world_test,generated
बस्नु ढाक्नु पकड्नु,aftershock_information_query,real_world_test,generated
help पश्चभूकम्प आकार,aftershock_information_query,real_world_test,generated
emergency बस्नु ढाक्नु पकड्नु,aftershock_information_query,real_world_test,generated
aftershock drill now,aftershock_information_query,real_world_test,generated
थप भूकम्प अपेक्षा nepal,aftershock_information_query,real_world_test,generated
emergency aftershock intensity,aftershock_information_query,real_world_test,generated
पश्चभूकम्प तीव्रता please,aftershock_information_query,real_world_test,generated
aftershock magnitude,aftershock_information_query,real_world_test,generated
more earthquakes expected,aftershock_information_query,real_world_test,generated
aftershock intensity help,aftershock_information_query,real_world_test,generated
aftershock drill nepal,aftershock_information_query,real_world_test,generated
पश्चभूकम्प आउँदैछ help,aftershock_information_query,real_world_test,generated
nepal aftershock frequency,aftershock_information_query,real_world_test,generated
पश्चभूकम्पमा सुरक्षित रहनुहोस् emergency,aftershock_information_query,real_world_test,generated
aftershock magnitude qsafe,aftershock_information_query,real_world_test,generated
pashbhukampama surakshit rahanuhos urgent,aftershock_information_query,real_world_test,generated
पश्चभूकम्प प्याटर्न urgent,aftershock_information_query,real_world_test,generated
aftershock intensity,aftershock_information_query,real_world_test,generated
पश्चभूकम्प सुरक्षा qsafe,aftershock_information_query,real_world_test,generated
nepal aftershocks coming,aftershock_information_query,real_world_test,generated
qsafe पश्चभूकम्प कहिले रोक्छ,aftershock_information_query,real_world_test,generated
aftershock pattern please,aftershock_information_query,real_world_test,generated
qsafe pashbhukamp avadhi,aftershock_information_query,real_world_test,generated
help pashbhukampama surakshit rahanuhos,aftershock_information_query,real_world_test,generated
अर्को पश्चभूकम्प कहिले,aftershock_information_query,real_world_test,generated
pashbhukamp pattern please,aftershock_information_query,real_world_test,generated
पश्चभूकम्प अवधि help,aftershock_information_query,real_world_test,generated
qsafe pashbhukamp audaicha,aftershock_information_query,real_world_test,generated
emergency अर्को पश्चभूकम्प कहिले,aftershock_information_query,real_world_test,generated
help arko pashbhukamp kahile,aftershock_information_query,real_world_test,generated
drop cover hold on now,aftershock_information_query,real_world_test,generated
पश्चभूकम्प समय emergency,aftershock_information_query,real_world_test,generated
nepal basna dhaknu pakdnu,aftershock_information_query,real_world_test,generated
pashbhukamp samay urgent,aftershock_information_query,real_world_test,generated
pashbhukamp pattern help,aftershock_information_query,real_world_test,generated
pashbhukamp kahile rokcha qsafe,aftershock_information_query,real_world_test,generated
पश्चभूकम्प आवृत्ति help,aftershock_information_query,real_world_test,generated
qsafe पश्चभूकम्प म्याग्निच्युड,aftershock_information_query,real_world_test,generated
aftershock intensity nepal,aftershock_information_query,real_world_test,generated
please पश्चभूकम्पमा सुरक्षित रहनुहोस्,aftershock_information_query,real_world_test,generated
earthquake preparedness,preparedness_tips_query,real_world_test,generated
disaster readiness,preparedness_tips_query,real_world_test,generated
emergency kit,preparedness_tips_query,real_world_test,generated
safety tips,preparedness_tips_query,real_world_test,generated
भूकम्प तयारी,preparedness_tips_query,real_world_test,generated
आपद तयारी,preparedness_tips_query,real_world_test,generated
आपतकालीन किट,preparedness_tips_query,real_world_test,generated
सुरक्षा टिप्स,preparedness_tips_query,real_world_test,generated
bhukamp tayari,preparedness_tips_query,real_world_test,generated
aapad tayari,preparedness_tips_query,real_world_test,generated
aapatkalin kit,preparedness_tips_query,real_world_test,generated
suraksha tips,preparedness_tips_query,real_world_test,generated
emergency supplies,preparedness_tips_query,real_world_test,generated
food water storage,preparedness_tips_query,real_world_test,generated
first aid kit,preparedness_tips_query,real_world_test,generated
flashlight batteries,preparedness_tips_query,real_world_test,generated
आपतकालीन आपूर्ति,preparedness_tips_query,real_world_test,generated
खाना पानी भण्डारण,preparedness_tips_query,real_world_test,generated
प्राथमिक उपचार किट,preparedness_tips_query,real_world_test,generated
टर्च ब्याट्री,preparedness_tips_query,real_world_test,generated
aapatkalin apurti,preparedness_tips_query,real_world_test,generated
khana pani bhandaran,preparedness_tips_query,real_world_test,generated
prathamik upchar kit,preparedness_tips_query,real_world_test,generated
torch battery,preparedness_tips_query,real_world_test,generated
family emergency plan,preparedness_tips_query,real_world_test,generated
meeting point,preparedness_tips_query,real_world_test,generated
contact information,preparedness_tips_query,real_world_test,generated
communication plan,preparedness_tips_query,real_world_test,generated
परिवार आपतकालीन योजना,preparedness_tips_query,real_world_test,generated
भेटथलो,preparedness_tips_query,real_world_test,generated
सम्पर्क जानकारी,preparedness_tips_query,real_world_test,generated
सञ्चार योजना,preparedness_tips_query,real_world_test,generated
parivar aapatkalin yojana,preparedness_tips_query,real_world_test,generated
beththalo,preparedness_tips_query,real_world_test,generated
sampark jankari,preparedness_tips_query,real_world_test,generated
sanchar yojana,preparedness_tips_query,real_world_test,generated
drop cover hold on,preparedness_tips_query,real_world_test,generated
earthquake drill,preparedness_tips_query,real_world_test,generated
safety procedure,preparedness_tips_query,real_world_test,generated
emergency response,preparedness_tips_query,real_world_test,generated
बस्नु ढाक्नु पकड्नु,preparedness_tips_query,real_world_test,generated
भूकम्प अभ्यास,preparedness_tips_query,real_world_test,generated
सुरक्षा प्रक्रिया,preparedness_tips_query,real_world_test,generated
आपतकालीन प्रतिक्रिया,preparedness_tips_query,real_world_test,generated
basna dhaknu pakdnu,preparedness_tips_query,real_world_test,generated
bhukamp abhyas,preparedness_tips_query,real_world_test,generated
suraksha prakriya,preparedness_tips_query,real_world_test,generated
aapatkalin pratikriya,preparedness_tips_query,real_world_test,generated
beththalo help,preparedness_tips_query,real_world_test,generated
बस्नु ढाक्नु पकड्नु please,preparedness_tips_query,real_world_test,generated
खाना पानी भण्डारण help,preparedness_tips_query,real_world_test,generated
भूकम्प तयारी qsafe,preparedness_tips_query,real_world_test,generated
प्राथमिक उपचार किट please,preparedness_tips_query,real_world_test,generated
खाना पानी भण्डारण now,preparedness_tips_query,real_world_test,generated
nepal aapatkalin apurti,preparedness_tips_query,real_world_test,generated
SAMPARK JANKARI,preparedness_tips_query,real_world_test,generated
bhukamp tayari,preparedness_tips_query,real_world_test,generated
first aid kit urgent,preparedness_tips_query,real_world_test,generated
basna dhaknu pakdnu,preparedness_tips_query,real_world_test,generated
bhukamp abhyas please,preparedness_tips_query,real_world_test,generated
भूकम्प तयारी urgent,preparedness_tips_query,real_world_test,generated
contact information now,preparedness_tips_query,real_world_test,generated
sampark jankari help,preparedness_tips_query,real_world_test,generated
contact information,preparedness_tips_query,real_world_test,generated
food water storage nepal,preparedness_tips_query,real_world_test,generated
contact information urgent,preparedness_tips_query,real_world_test,generated
earthquake drill qsafe,preparedness_tips_query,real_world_test,generated
disaster readiness nepal,preparedness_tips_query,real_world_test,generated
drop cover hold on urgent,preparedness_tips_query,real_world_test,generated
सम्पर्क जानकारी,preparedness_tips_query,real_world_test,generated
please prathamik upchar kit,preparedness_tips_query,real_world_test,generated
family emergency plan nepal,preparedness_tips_query,real_world_test,generated
help contact information,preparedness_tips_query,real_world_test,generated
aapatkalin pratikriya qsafe,preparedness_tips_query,real_world_test,generated
qsafe sampark jankari,preparedness_tips_query,real_world_test,generated
nepal safety procedure,preparedness_tips_query,real_world_test,generated
first aid kit help,preparedness_tips_query,real_world_test,generated
please first aid kit,preparedness_tips_query,real_world_test,generated
communication plan help,preparedness_tips_query,real_world_test,generated
disaster readiness urgent,preparedness_tips_query,real_world_test,generated
emergency khana pani bhandaran,preparedness_tips_query,real_world_test,generated
qsafe आपतकालीन प्रतिक्रिया,preparedness_tips_query,real_world_test,generated
meeting point qsafe,preparedness_tips_query,real_world_test,generated
aapatkalin kit nepal,preparedness_tips_query,real_world_test,generated
nepal भेटथलो,preparedness_tips_query,real_world_test,generated
bhukamp tayari emergency,preparedness_tips_query,real_world_test,generated
sampark jankari,preparedness_tips_query,real_world_test,generated
meeting point emergency,preparedness_tips_query,real_world_test,generated
emergency drop cover hold on,preparedness_tips_query,real_world_test,generated
DISASTER READINESS,preparedness_tips_query,real_world_test,generated
भूकम्प अभ्यास urgent,preparedness_tips_query,real_world_test,generated
bhukamp tayari nepal,preparedness_tips_query,real_world_test,generated
भेटथलो,preparedness_tips_query,real_world_test,generated
please safety tips,preparedness_tips_query,real_world_test,generated
family emergency plan now,preparedness_tips_query,real_world_test,generated
food water storage help,preparedness_tips_query,real_world_test,generated
aapatkalin apurti now,preparedness_tips_query,real_world_test,generated
please family emergency plan,preparedness_tips_query,real_world_test,generated
please contact information,preparedness_tips_query,real_world_test,generated
आपद तयारी help,preparedness_tips_query,real_world_test,generated
evacuation route,evacuation_guidance_query,real_world_test,generated
safe exit path,evacuation_guidance_query,real_world_test,generated
emergency exit,evacuation_guidance_query,real_world_test,generated
escape route,evacuation_guidance_query,real_world_test,generated
निकासी मार्ग,evacuation_guidance_query,real_world_test,generated
सुरक्षित निस्कने मार्ग,evacuation_guidance_query,real_world_test,generated
आपतकालीन निस्कने,evacuation_guidance_query,real_world_test,generated
बाहिर निस्कने मार्ग,evacuation_guidance_query,real_world_test,generated
nikasi marg,evacuation_guidance_query,real_world_test,generated
surakshit niskne marg,evacuation_guidance_query,real_world_test,generated
aapatkalin niskne,evacuation_guidance_query,real_world_test,generated
bahar niskne marg,evacuation_guidance_query,real_world_test,generated
evacuation center,evacuation_guidance_query,real_world_test,generated
safe zone location,evacuation_guidance_query,real_world_test,generated
shelter location,evacuation_guidance_query,real_world_test,generated
meeting point,evacuation_guidance_query,real_world_test,generated
निकासी केन्द्र,evacuation_guidance_query,real_world_test,generated
सुरक्षित क्षेत्र स्थान,evacuation_guidance_query,real_world_test,generated
आश्रय स्थान,evacuation_guidance_query,real_world_test,generated
भेटथलो,evacuation_guidance_query,real_world_test,generated
nikasi kendra,evacuation_guidance_query,real_world_test,generated
surakshit kshetr sthan,evacuation_guidance_query,real_world_test,generated
ashray sthan,evacuation_guidance_query,real_world_test,generated
beththalo,evacuation_guidance_query,real_world_test,generated
evacuation procedures,evacuation_guidance_query,real_world_test,generated
safety protocols,evacuation_guidance_query,real_world_test,generated
emergency plan,evacuation_guidance_query,real_world_test,generated
evacuation drill,evacuation_guidance_query,real_world_test,generated
निकासी प्रक्रिया,evacuation_guidance_query,real_world_test,generated
सुरक्षा प्रोटोकल,evacuation_guidance_query,real_world_test,generated
आपतकालीन योजना,evacuation_guidance_query,real_world_test,generated
निकासी अभ्यास,evacuation_guidance_query,real_world_test,generated
nikasi prakriya,evacuation_guidance_query,real_world_test,generated
suraksha protocol,evacuation_guidance_query,real_world_test,generated
aapatkalin yojana,evacuation_guidance_query,real_world_test,generated
nikasi abhyas,evacuation_guidance_query,real_world_test,generated
when to evacuate,evacuation_guidance_query,real_world_test,generated
evacuation timing,evacuation_guidance_query,real_world_test,generated
leave now,evacuation_guidance_query,real_world_test,generated
immediate evacuation,evacuation_guidance_query,real_world_test,generated
कहिले निस्कनु,evacuation_guidance_query,real_world_test,generated
निकासी समय,evacuation_guidance_query,real_world_test,generated
अहिले निस्कनु,evacuation_guidance_query,real_world_test,generated
तुरुन्तै निस्कनु,evacuation_guidance_query,real_world_test,generated
kahile nisknu,evacuation_guidance_query,real_world_test,generated
nikasi samay,evacuation_guidance_query,real_world_test,generated
ahile nisknu,evacuation_guidance_query,real_world_test,generated
turuntai nisknu,evacuation_guidance_query,real_world_test,generated
safe exit path qsafe,evacuation_guidance_query,real_world_test,generated
aapatkalin yojana,evacuation_guidance_query,real_world_test,generated
ashray sthan please,evacuation_guidance_query,real_world_test,generated
निकासी समय,evacuation_guidance_query,real_world_test,generated
निकासी समय,evacuation_guidance_query,real_world_test,generated
safe exit path please,evacuation_guidance_query,real_world_test,generated
evacuation center nepal,evacuation_guidance_query,real_world_test,generated
safe exit path emergency,evacuation_guidance_query,real_world_test,generated
surakshit niskne marg please,evacuation_guidance_query,real_world_test,generated
nikasi marg help,evacuation_guidance_query,real_world_test,generated
अहिले निस्कनु,evacuation_guidance_query,real_world_test,generated
when to evacuate please,evacuation_guidance_query,real_world_test,generated
सुरक्षा प्रोटोकल qsafe,evacuation_guidance_query,real_world_test,generated
qsafe निकासी केन्द्र,evacuation_guidance_query,real_world_test,generated
beththalo,evacuation_guidance_query,real_world_test,generated
leave now emergency,evacuation_guidance_query,real_world_test,generated
turuntai nisknu qsafe,evacuation_guidance_query,real_world_test,generated
qsafe बाहिर निस्कने मार्ग,evacuation_guidance_query,real_world_test,generated
please aapatkalin niskne,evacuation_guidance_query,real_world_test,generated
आपतकालीन निस्कने emergency,evacuation_guidance_query,real_world_test,generated
nepal safe exit path,evacuation_guidance_query,real_world_test,generated
भेटथलो emergency,evacuation_guidance_query,real_world_test,generated
nepal तुरुन्तै निस्कनु,evacuation_guidance_query,real_world_test,generated
evacuation procedures urgent,evacuation_guidance_query,real_world_test,generated
nikasi samay please,evacuation_guidance_query,real_world_test,generated
निकासी मार्ग emergency,evacuation_guidance_query,real_world_test,generated
kahile nisknu nepal,evacuation_guidance_query,real_world_test,generated
कहिले निस्कनु please,evacuation_guidance_query,real_world_test,generated
आपतकालीन निस्कने qsafe,evacuation_guidance_query,real_world_test,generated
भेटथलो nepal,evacuation_guidance_query,real_world_test,generated
तुरुन्तै निस्कनु emergency,evacuation_guidance_query,real_world_test,generated
qsafe बाहिर निस्कने मार्ग,evacuation_guidance_query,real_world_test,generated
qsafe when to evacuate,evacuation_guidance_query,real_world_test,generated
emergency exit now,evacuation_guidance_query,real_world_test,generated
aapatkalin yojana urgent,evacuation_guidance_query,real_world_test,generated
अहिले निस्कनु now,evacuation_guidance_query,real_world_test,generated
help निकासी मार्ग,evacuation_guidance_query,real_world_test,generated
निकासी समय now,evacuation_guidance_query,real_world_test,generated
evacuation route nepal,evacuation_guidance_query,real_world_test,generated
emergency plan nepal,evacuation_guidance_query,real_world_test,generated
निकासी अभ्यास,evacuation_guidance_query,real_world_test,generated
evacuation drill now,evacuation_guidance_query,real_world_test,generated
nepal कहिले निस्कनु,evacuation_guidance_query,real_world_test,generated
सुरक्षा प्रोटोकल qsafe,evacuation_guidance_query,real_world_test,generated
surakshit niskne marg urgent,evacuation_guidance_query,real_world_test,generated
bahar niskne marg qsafe,evacuation_guidance_query,real_world_test,generated
emergency suraksha protocol,evacuation_guidance_query,real_world_test,generated
सुरक्षित क्षेत्र स्थान emergency,evacuation_guidance_query,real_world_test,generated
qsafe aapatkalin yojana,evacuation_guidance_query,real_world_test,generated
आपतकालीन योजना help,evacuation_guidance_query,real_world_test,generated
evacuation drill nepal,evacuation_guidance_query,real_world_test,generated
ahile nisknu emergency,evacuation_guidance_query,real_world_test,generated
safe location,safe_location_query,real_world_test,generated
where is safe,safe_location_query,real_world_test,generated
safe place,safe_location_query,real_world_test,generated
safety zone,safe_location_query,real_world_test,generated
सुरक्षित स्थान,safe_location_query,real_world_test,generated
कहाँ सुरक्षित,safe_location_query,real_world_test,generated
सुरक्षित ठाउँ,safe_location_query,real_world_test,generated
सुरक्षा क्षेत्र,safe_location_query,real_world_test,generated
surakshit sthan,safe_location_query,real_world_test,generated
kahan surakshit,safe_location_query,real_world_test,generated
surakshit thau,safe_location_query,real_world_test,generated
suraksha kshetr,safe_location_query,real_world_test,generated
open space safety,safe_location_query,real_world_test,generated
field safety,safe_location_query,real_world_test,generated
park safety,safe_location_query,real_world_test,generated
ground safety,safe_location_query,real_world_test,generated
खुला स्थान सुरक्षा,safe_location_query,real_world_test,generated
खेत सुरक्षा,safe_location_query,real_world_test,generated
पार्क सुरक्षा,safe_location_query,real_world_test,generated
जमिन सुरक्षा,safe_location_query,real_world_test,generated
khula sthan suraksha,safe_location_query,real_world_test,generated
khet suraksha,safe_location_query,real_world_test,generated
park suraksha,safe_location_query,real_world_test,generated
jamin suraksha,safe_location_query,real_world_test,generated
building safety,safe_location_query,real_world_test,generated
structure safety,safe_location_query,real_world_test,generated
inside building,safe_location_query,real_world_test,generated
outside building,safe_location_query,real_world_test,generated
इमारत सुरक्षा,safe_location_query,real_world_test,generated
संरचना सुरक्षा,safe_location_query,real_world_test,generated
इमारत भित्र,safe_location_query,real_world_test,generated
इमारत बाहिर,safe_location_query,real_world_test,generated
imarat suraksha,safe_location_query,real_world_test,generated
sanrachana suraksha,safe_location_query,real_world_test,generated
imarat bhitra,safe_location_query,real_world_test,generated
imarat bahar,safe_location_query,real_world_test,generated
away from hazards,safe_location_query,real_world_test,generated
danger zones,safe_location_query,real_world_test,generated
risk areas,safe_location_query,real_world_test,generated
hazardous locations,safe_location_query,real_world_test,generated
खतराबाट टाढा,safe_location_query,real_world_test,generated
खतरा क्षेत्र,safe_location_query,real_world_test,generated
जोखिम क्षेत्र,safe_location_query,real_world_test,generated
खतरनाक स्थान,safe_location_query,real_world_test,generated
khatrabata tada,safe_location_query,real_world_test,generated
khatra kshetr,safe_location_query,real_world_test,generated
jokhim kshetr,safe_location_query,real_world_test,generated
khatranak sthan,safe_location_query,real_world_test,generated
खेत सुरक्षा now,safe_location_query,real_world_test,generated
ground safety nepal,safe_location_query,real_world_test,generated
please कहाँ सुरक्षित,safe_location_query,real_world_test,generated
इमारत सुरक्षा please,safe_location_query,real_world_test,generated
संरचना सुरक्षा emergency,safe_location_query,real_world_test,generated
emergency hazardous locations,safe_location_query,real_world_test,generated
building safety now,safe_location_query,real_world_test,generated
where is safe help,safe_location_query,real_world_test,generated
khula sthan suraksha,safe_location_query,real_world_test,generated
इमारत बाहिर please,safe_location_query,real_world_test,generated
qsafe park suraksha,safe_location_query,real_world_test,generated
खुला स्थान सुरक्षा now,safe_location_query,real_world_test,generated
nepal खेत सुरक्षा,safe_location_query,real_world_test,generated
risk areas qsafe,safe_location_query,real_world_test,generated
help खेत सुरक्षा,safe_location_query,real_world_test,generated
help safe location,safe_location_query,real_world_test,generated
OPEN SPACE SAFETY,safe_location_query,real_world_test,generated
ground safety qsafe,safe_location_query,real_world_test,generated
inside building help,safe_location_query,real_world_test,generated
qsafe imarat bahar,safe_location_query,real_world_test,generated
ground safety qsafe,safe_location_query,real_world_test,generated
emergency इमारत भित्र,safe_location_query,real_world_test,generated
khatra kshetr help,safe_location_query,real_world_test,generated
qsafe इमारत सुरक्षा,safe_location_query,real_world_test,generated
WHERE IS SAFE,safe_location_query,real_world_test,generated
पार्क सुरक्षा please,safe_location_query,real_world_test,generated
structure safety qsafe,safe_location_query,real_world_test,generated
please ground safety,safe_location_query,real_world_test,generated
जोखिम क्षेत्र emergency,safe_location_query,real_world_test,generated
jamin suraksha help,safe_location_query,real_world_test,generated
help imarat bahar,safe_location_query,real_world_test,generated
park suraksha urgent,safe_location_query,real_world_test,generated
help khatranak sthan,safe_location_query,real_world_test,generated
khet suraksha now,safe_location_query,real_world_test,generated
khatrabata tada help,safe_location_query,real_world_test,generated
please खेत सुरक्षा,safe_location_query,real_world_test,generated
खुला स्थान सुरक्षा please,safe_location_query,real_world_test,generated
सुरक्षा क्षेत्र qsafe,safe_location_query,real_world_test,generated
open space safety now,safe_location_query,real_world_test,generated
सुरक्षा क्षेत्र qsafe,safe_location_query,real_world_test,generated
qsafe imarat bhitra,safe_location_query,real_world_test,generated
khatrabata tada,safe_location_query,real_world_test,generated
open space safety please,safe_location_query,real_world_test,generated
khatranak sthan help,safe_location_query,real_world_test,generated
खेत सुरक्षा qsafe,safe_location_query,real_world_test,generated
qsafe danger zones,safe_location_query,real_world_test,generated
sanrachana suraksha emergency,safe_location_query,real_world_test,generated
पार्क सुरक्षा,safe_location_query,real_world_test,generated
please open space safety,safe_location_query,real_world_test,generated
park safety now,safe_location_query,real_world_test,generated
please suraksha kshetr,safe_location_query,real_world_test,generated
safe location qsafe,safe_location_query,real_world_test,generated
need shelter,shelter_request,real_world_test,generated
shelter needed,shelter_request,real_world_test,generated
emergency housing,shelter_request,real_world_test,generated
temporary housing,shelter_request,real_world_test,generated
आश्रय चाहिन्छ,shelter_request,real_world_test,generated
आश्रय आवश्यक,shelter_request,real_world_test,generated
आपतकालीन आवास,shelter_request,real_world_test,generated
अस्थायी आवास,shelter_request,real_world_test,generated
ashray chaincha,shelter_request,real_world_test,generated
ashray awashyak,shelter_request,real_world_test,generated
aapatkalin awas,shelter_request,real_world_test,generated
asthayi awas,shelter_request,real_world_test,generated
shelter location,shelter_request,real_world_test,generated
where is shelter,shelter_request,real_world_test,generated
nearby shelter,shelter_request,real_world_test,generated
local shelter,shelter_request,real_world_test,generated
आश्रय स्थान,shelter_request,real_world_test,generated
आश्रय कहाँ छ,shelter_request,real_world_test,generated
नजिकै आश्रय,shelter_request,real_world_test,generated
स्थानीय आश्रय,shelter_request,real_world_test,generated
ashray sthan,shelter_request,real_world_test,generated
ashray kahan cha,shelter_request,real_world_test,generated
najikai ashray,shelter_request,real_world_test,generated
sthaniya ashray,shelter_request,real_world_test,generated
shelter capacity,shelter_request,real_world_test,generated
space available,shelter_request,real_world_test,generated
room for family,shelter_request,real_world_test,generated
accommodation available,shelter_request,real_world_test,generated
आश्रय क्षमता,shelter_request,real_world_test,generated
खाली स्थान,shelter_request,real_world_test,generated
परिवारको लागि,shelter_request,real_world_test,generated
बस्ने स्थान उपलब्ध,shelter_request,real_world_test,generated
ashray kshamata,shelter_request,real_world_test,generated
khali sthan,shelter_request,real_world_test,generated
parivar ko lagi,shelter_request,real_world_test,generated
basne sthan uplabdha,shelter_request,real_world_test,generated
shelter facilities,shelter_request,real_world_test,generated
food water available,shelter_request,real_world_test,generated
medical services,shelter_request,real_world_test,generated
sanitation facilities,shelter_request,real_world_test,generated
आश्रय सुविधा,shelter_request,real_world_test,generated
खाना पानी उपलब्ध,shelter_request,real_world_test,generated
चिकित्सा सेवा,shelter_request,real_world_test,generated
सरसफाई सुविधा,shelter_request,real_world_test,generated
ashray suvidha,shelter_request,real_world_test,generated
khana pani uplabdha,shelter_request,real_world_test,generated
chikitsa seva,shelter_request,real_world_test,generated
sarsaphai suvidha,shelter_request,real_world_test,generated
parivar ko lagi,shelter_request,real_world_test,generated
आश्रय कहाँ छ,shelter_request,real_world_test,generated
help temporary housing,shelter_request,real_world_test,generated
नजिकै आश्रय qsafe,shelter_request,real_world_test,generated
emergency ashray chaincha,shelter_request,real_world_test,generated
बस्ने स्थान उपलब्ध,shelter_request,real_world_test,generated
need shelter emergency,shelter_request,real_world_test,generated
नजिकै आश्रय help,shelter_request,real_world_test,generated
परिवारको लागि help,shelter_request,real_world_test,generated
ashray kahan cha,shelter_request,real_world_test,generated
please temporary housing,shelter_request,real_world_test,generated
परिवारको लागि,shelter_request,real_world_test,generated
आश्रय चाहिन्छ urgent,shelter_request,real_world_test,generated
बस्ने स्थान उपलब्ध,shelter_request,real_world_test,generated
emergency shelter facilities,shelter_request,real_world_test,generated
सरसफाई सुविधा,shelter_request,real_world_test,generated
ashray awashyak,shelter_request,real_world_test,generated
please shelter facilities,shelter_request,real_world_test,generated
आश्रय आवश्यक please,shelter_request,real_world_test,generated
help अस्थायी आवास,shelter_request,real_world_test,generated
room for family emergency,shelter_request,real_world_test,generated
qsafe medical services,shelter_request,real_world_test,generated
sanitation facilities please,shelter_request,real_world_test,generated
khali sthan urgent,shelter_request,real_world_test,generated
nepal आश्रय क्षमता,shelter_request,real_world_test,generated
please आश्रय क्षमता,shelter_request,real_world_test,generated
food water available urgent,shelter_request,real_world_test,generated
स्थानीय आश्रय emergency,shelter_request,real_world_test,generated
sanitation facilities,shelter_request,real_world_test,generated
sanitation facilities qsafe,shelter_request,real_world_test,generated
qsafe आपतकालीन आवास,shelter_request,real_world_test,generated
emergency where is shelter,shelter_request,real_world_test,generated
please where is shelter,shelter_request,real_world_test,generated
चिकित्सा सेवा,shelter_request,real_world_test,generated
aapatkalin awas please,shelter_request,real_world_test,generated
help asthayi awas,shelter_request,real_world_test,generated
आश्रय चाहिन्छ,shelter_request,real_world_test,generated
need shelter urgent,shelter_request,real_world_test,generated
आश्रय क्षमता qsafe,shelter_request,real_world_test,generated
medical services help,shelter_request,real_world_test,generated
नजिकै आश्रय,shelter_request,real_world_test,generated
please nearby shelter,shelter_request,real_world_test,generated
please khana pani uplabdha,shelter_request,real_world_test,generated
ashray suvidha nepal,shelter_request,real_world_test,generated
खाली स्थान,shelter_request,real_world_test,generated
सरसफाई सुविधा please,shelter_request,real_world_test,generated
qsafe आश्रय स्थान,shelter_request,real_world_test,generated
आश्रय सुविधा emergency,shelter_request,real_world_test,generated
qsafe चिकित्सा सेवा,shelter_request,real_world_test,generated
shelter location urgent,shelter_request,real_world_test,generated
help अस्थायी आवास,shelter_request,real_world_test,generated
emergency nearby shelter,shelter_request,real_world_test,generated
need food,food_water_request,real_world_test,generated
need water,food_water_request,real_world_test,generated
hungry,food_water_request,real_world_test,generated
thirsty,food_water_request,real_world_test,generated
खाना चाहिन्छ,food_water_request,real_world_test,generated
पानी चाहिन्छ,food_water_request,real_world_test,generated
भोक लागेको,food_water_request,real_world_test,generated
तिर्खा लागेको,food_water_request,real_world_test,generated
khana chaincha,food_water_request,real_world_test,generated
pani chaincha,food_water_request,real_world_test,generated
bhok lageko,food_water_request,real_world_test,generated
tirkha lageko,food_water_request,real_world_test,generated
food distribution,food_water_request,real_world_test,generated
water distribution,food_water_request,real_world_test,generated
relief supplies,food_water_request,real_world_test,generated
aid distribution,food_water_request,real_world_test,generated
खाना वितरण,food_water_request,real_world_test,generated
पानी वितरण,food_water_request,real_world_test,generated
राहत आपूर्ति,food_water_request,real_world_test,generated
दहायता वितरण,food_water_request,real_world_test,generated
khana vitran,food_water_request,real_world_test,generated
pani vitran,food_water_request,real_world_test,generated
rahat apurti,food_water_request,real_world_test,generated
sahayata vitran,food_water_request,real_world_test,generated
emergency food,food_water_request,real_world_test,generated
emergency water,food_water_request,real_world_test,generated
survival kit,food_water_request,real_world_test,generated
rations,food_water_request,real_world_test,generated
आपतकालीन खाना,food_water_request,real_world_test,generated
आपतकालीन पानी,food_water_request,real_world_test,generated
जीवित रहने किट,food_water_request,real_world_test,generated
राशन,food_water_request,real_world_test,generated
aapatkalin khana,food_water_request,real_world_test,generated
aapatkalin pani,food_water_request,real_world_test,generated
jivit rahne kit,food_water_request,real_world_test,generated
rashan,food_water_request,real_world_test,generated
clean water,food_water_request,real_world_test,generated
drinking water,food_water_request,real_world_test,generated
safe water,food_water_request,real_world_test,generated
water purification,food_water_request,real_world_test,generated
सफा पानी,food_water_request,real_world_test,generated
पिउने पानी,food_water_request,real_world_test,generated
सुरक्षित पानी,food_water_request,real_world_test,generated
पानी शुद्धीकरण,food_water_request,real_world_test,generated
safa pani,food_water_request,real_world_test,generated
piune pani,food_water_request,real_world_test,generated
surakshit pani,food_water_request,real_world_test,generated
pani shuddhikaran,food_water_request,real_world_test,generated
nepal pani chaincha,food_water_request,real_world_test,generated
पानी वितरण nepal,food_water_request,real_world_test,generated
PANI CHAINCHA,food_water_request,real_world_test,generated
thirsty,food_water_request,real_world_test,generated
दहायता वितरण emergency,food_water_request,real_world_test,generated
pani shuddhikaran nepal,food_water_request,real_world_test,generated
nepal clean water,food_water_request,real_world_test,generated
राहत आपूर्ति help,food_water_request,real_world_test,generated
तिर्खा लागेको help,food_water_request,real_world_test,generated
please safa pani,food_water_request,real_world_test,generated
safa pani urgent,food_water_request,real_world_test,generated
help पानी वितरण,food_water_request,real_world_test,generated
jivit rahne kit help,food_water_request,real_world_test,generated
आपतकालीन खाना,food_water_request,real_world_test,generated
safe water,food_water_request,real_world_test,generated
rations qsafe,food_water_request,real_world_test,generated
khana vitran emergency,food_water_request,real_world_test,generated
खाना वितरण,food_water_request,real_world_test,generated
पानी चाहिन्छ please,food_water_request,real_world_test,generated
पानी शुद्धीकरण nepal,food_water_request,real_world_test,generated
clean water emergency,food_water_request,real_world_test,generated
